,1w-3m,1w-6m,1w-9m,1w-1y,1w-2y,1w-3y,1w-4y,1w-5y,1w-7y,1w-10y,3m-3m,3m-6m,3m-9m,3m-1y,3m-2y,3m-3y,3m-4y,3m-5y,3m-7y,3m-10y,6m-3m,6m-6m,6m-9m,6m-1y,6m-2y,6m-3y,6m-4y,6m-5y,6m-7y,6m-10y,9m-3m,9m-6m,9m-9m,9m-1y,9m-2y,9m-3y,9m-4y,9m-5y,9m-7y,9m-10y,1y-3m,1y-6m,1y-9m,1y-1y,1y-2y,1y-3y,1y-4y,1y-5y,1y-7y,1y-10y,2y-3m,2y-6m,2y-9m,2y-1y,2y-2y,2y-3y,2y-4y,2y-5y,2y-7y,2y-10y,3y-3m,3y-6m,3y-9m,3y-1y,3y-2y,3y-3y,3y-4y,3y-5y,3y-7y,3y-10y,4y-3m,4y-6m,4y-9m,4y-1y,4y-2y,4y-3y,4y-4y,4y-5y,4y-7y,4y-10y,5y-3m,5y-6m,5y-9m,5y-1y,5y-2y,5y-3y,5y-4y,5y-5y,5y-7y,5y-10y,7y-3m,7y-6m,7y-9m,7y-1y,7y-2y,7y-3y,7y-4y,7y-5y,7y-7y,7y-10y,10y-3m,10y-6m,10y-9m,10y-1y,10y-2y,10y-3y,10y-4y,10y-5y,10y-7y,10y-10y,dates
2019-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-30
2019-05-01,-9.565492712328705,-84.86384525420726,-186.76277917532934,-311.81081133856424,-940.3077405536314,-1389.8256162876933,-1526.5054901146214,-1469.393707240204,-1332.8150938573526,-760.5894562737376,-71.29055867070292,-172.49486216769037,-297.1010771733854,-451.8019423920159,-1055.679853871261,-1441.0915988720953,-1518.7834445516055,-1459.633102355816,-902.6846557544195,-737.4870676044957,-101.83623425497444,-225.76813380325984,-381.7189467143435,-551.7642592680422,-1111.6011506740324,-1409.9294351903081,-1428.0435437104898,-1387.8984097044013,-171.06859307782724,-654.8959630908503,-124.48640894501659,-279.1852678464966,-448.63683545437743,-609.2296093213554,-1119.5548719881117,-1332.3093991189962,-1304.7404594162072,-1285.5795257252757,528.5590206015331,-541.9280877389247,-157.4889669380873,-327.6041361775533,-487.1237969206959,-629.247547194449,-1081.9286264269103,-1220.979236687097,-1164.503288215812,-1151.4505390358245,966.51655585345,-392.7583136173489,-132.10894344229837,-257.4567685847014,-367.2619182553244,-453.19984789531736,-593.0499351668186,-536.9471547800422,-524.173498346674,-420.0066704089404,18.00491475398303,429.38537869713036,-62.42883574518419,-102.85205438755293,-126.7747527969259,-140.66564256530182,-85.1665187098115,-72.08509584575222,32.03064027076471,2044.3424312600837,620.2404841018433,1015.0147788882896,0.6370319687184747,18.032412232301795,40.0602185730404,55.325313607387216,67.91232998904889,172.75655194996216,2185.233776470617,615.2500194504246,827.2348354880814,1262.982813571347,4.117579665356061,3.3964286483842443,4.302455367160292,12.61793279982885,117.49609579020034,2130.0933044913836,560.3688381284446,707.0253355267341,970.0309743486287,1314.4146538236528,455.463849435032,1109.394208316784,1711.3557002264315,2013.8187848722737,437.80112297924643,592.5096887950931,659.3794254399836,856.8463608434395,1097.1544404577871,1429.1164511648822,19.7582242578992,30.995449227852077,43.88055801988958,67.20109538162797,265.2637587990612,401.2757318458607,507.5462329440634,612.6871420236421,839.6925903087249,1159.0450564866478,2019-05-01
2019-05-02,10.0828905061544,-93.19934267322424,-245.30252175157875,-439.0019693370232,-1514.003509117967,-2362.752079593556,-2943.2838808507368,-3368.9237869824574,-3789.9852479579276,-3798.282497278269,-96.59755810302431,-247.09375897074824,-439.664211076255,-680.3609883039644,-1748.7006580821617,-2534.377069859431,-3069.522028167208,-3458.266228050459,-3822.4237773824425,-3809.7625791246537,-151.42825251734848,-342.9950883859492,-585.6458839504994,-860.5962183810079,-1880.7012465158987,-2590.62187372677,-3087.865629115244,-3433.1920979475253,-3737.423858188966,-3711.2526780458284,-192.16300895881977,-433.0603664441751,-706.6514415372803,-997.457252487362,-1934.4912671095008,-2575.05867654756,-3037.960807782205,-3344.919046024661,-3594.7190693218145,-3560.633671448537,-245.26844918754978,-520.3522632116728,-810.0056891387067,-1073.9761602949766,-1926.8194277452276,-2508.7015036386365,-2937.626809246518,-3208.5057031290926,-3407.379977170436,-3365.8420146724675,-240.3976281393152,-465.39699388063855,-671.2430640298662,-853.3588943522918,-1435.9930123650556,-1866.894134789407,-2138.608468166465,-2290.7064520034764,-2329.7710764611256,-2270.5311926106224,-170.30629406551816,-321.9460812960806,-458.48444598746573,-583.5133092118995,-1012.5714211957747,-1288.8025274032552,-1441.685412130042,-1491.205062307985,-1459.7803262259404,-1386.7070900072576,-121.98261004060078,-234.72833052086753,-337.48302653071005,-429.70029195717507,-704.9427452019736,-860.6108987463085,-910.6086190471542,-902.2954639753589,-875.5318079772114,-767.1889306157536,-82.65971138483746,-156.88279091302138,-220.04524860357196,-275.38218546676217,-431.26718697966135,-481.5150125867076,-473.4858590134536,-451.4557226360339,-417.71909973642323,-298.8576230815088,-21.54961300033301,-35.543648450417095,-44.306168252755015,-50.49268700863104,-42.38108523646224,-20.385231889318675,-16.053220773508656,13.468397209362593,92.41132534769713,218.58645004147547,2.2833685630039326,2.454699680372869,2.440517195922439,4.3805929938134796,33.89080310091231,72.49520029923588,113.28056023342651,153.60636397759663,239.59010626992676,352.6741578419751,2019-05-02
2019-05-03,22.186465089109333,-65.37483019745014,-201.5219828283407,-374.032760017526,-1314.2640469371036,-1973.3306265329302,-2260.144946878223,-2402.9297440174123,-2460.183462035231,-1982.296668987954,-81.01605257286519,-215.71866263349511,-387.269567219475,-597.0957671241558,-1523.1271213995933,-2094.421335047955,-2329.326029421165,-2450.7411969707755,-2463.1305850034114,-1955.3090715219441,-135.45931606199156,-306.1856723997662,-517.5832810623542,-755.2445210375481,-1625.6639147399474,-2089.685964886623,-2285.960053465722,-2389.7679440220527,-2347.357765131339,-1810.09912940691,-171.2093029703783,-381.1784521025602,-617.5465554725124,-876.6449693709073,-1646.283944094539,-2012.793575449512,-2181.493382635963,-2271.409726746162,-2175.2832382095803,-1614.7109855955932,-213.57461156176305,-451.43468040811604,-709.5278890779118,-939.9080734326344,-1603.677902841795,-1892.619935890143,-2037.104281437656,-2110.692766511507,-1965.534209722653,-1384.6804462342407,-200.07791682356947,-380.8925222647449,-537.1873101116962,-664.5270467911068,-954.3288063066575,-1099.8291193853802,-1173.9729105709848,-1160.72743485721,-867.6899081323354,-243.93576541170478,-104.22428535350173,-180.61454461032918,-239.22611054492882,-290.69637286214856,-435.90691318831523,-511.5449495425346,-498.6939167681703,-368.79001597949537,-27.44244655786315,638.9805639368715,-48.422760840712726,-86.51201449092332,-117.82398460632248,-145.54152653811252,-221.23875493575179,-208.94182173073932,-79.18980159221974,82.34615694556851,497.64990843011765,1153.21929724043,-25.143184477623436,-47.3024515419238,-64.1516395955041,-75.75876395226442,-63.58765932457027,66.0675364715571,227.5862010474957,406.9955977373902,851.4959960006236,1515.2101959445863,23.269866978365826,55.93266621065413,93.31865111154912,130.0315006209603,292.72277691140334,474.465313874025,710.9050667312695,919.1661682558624,1368.5191297403944,1996.3959935772,56.24167752084122,117.8958648875614,181.15304994801045,237.20243753074465,446.77735133995157,672.9436013143131,898.6141634442611,1115.2140003166132,1527.247914882988,2084.8102116915397,2019-05-03
2019-05-06,58.94404974455665,-6.061105660333851,-66.74381491995882,-149.96094107652607,-411.86178768367245,-328.9640735430439,-50.64473469668883,628.4086300305207,1683.1357679517532,3477.7903368815896,-64.87294781085257,-125.89133013889477,-207.07136874647767,-298.7259982194664,-482.4458018705336,-350.2319293575274,20.082742611906724,684.0755384261429,1757.1305354696524,3572.2006890469347,-61.25952781776414,-142.16434623263922,-234.1646722354235,-300.6170388211176,-403.2127787804711,-228.35626426725503,274.5853933804465,859.8077963767428,1975.5131596463907,3811.902026056603,-81.059635736975,-172.74727018920748,-238.7901827074893,-309.5496416330716,-311.73427930679463,-94.22093873363337,521.5885393377102,1023.184432018883,2182.910008460778,4029.902336747269,-92.77348645041366,-159.0545661742326,-229.19588819306955,-267.38297643776605,-187.06178227793134,87.93149018628901,768.5926572305325,1221.823891861175,2404.0612218248716,4252.934186724626,-7.305890864086905,6.444917726978019,37.515695290410804,79.6861474698926,353.8917220773874,1035.9465427975592,1489.5198559736164,2084.306501803192,3167.3945455817448,4918.225050901907,46.04025344728325,101.49952315434712,175.19930524471783,273.56786312731856,950.96782687409,1411.6108461187105,2007.3703045817238,2596.020317193703,3808.436305497162,5321.0185139416135,143.39000538509754,324.8688128147369,513.1513615594995,677.4037860924982,1134.660470517003,1736.9035506977452,2326.699798854752,2822.0423106207745,4183.644503656222,5556.294856977358,130.80343738361717,242.1478366119536,344.9720862665308,457.55537358406946,1060.3081602226302,1650.8974711129995,2147.3758406675042,2866.8448806724773,3911.6179747596616,5362.234163667425,151.95582818765615,305.49387986586044,454.6370226050494,592.8932378335085,1094.0467070050217,1821.478726733243,2464.178323621207,2863.8939960031275,3843.2996350042813,5164.033192886418,173.78283152671975,346.35232068494224,510.99769738953546,647.7712311199139,1051.1309584258197,1534.1657207962198,2035.1922875776509,2511.7870663967915,3357.5654605205345,4551.831416587083,2019-05-06
2019-05-07,15.482529967641312,8.63209778608325,-17.154619118406117,-53.156712202482595,-166.52600207256182,-17.01181178994011,437.6686447546672,1048.9076635015663,2299.724180686986,4393.829585081636,-5.503318633298477,-30.68297241900291,-66.10873694108886,-110.82704875892159,-170.63190850569663,48.3575830727641,553.9526152706676,1170.197282355497,2440.497014737746,4536.085319829668,-25.16028746207394,-60.582562077222974,-105.40201749074913,-139.36956408928017,-138.48218635208468,166.25227315318625,721.7788780854171,1323.252448430314,2620.8307668399357,4717.017544669041,-35.35157148723465,-80.08609188624905,-113.83423289249185,-145.99471758701475,-70.18187480494817,315.0297235215112,904.6344053610374,1491.5414713033533,2818.2050928538083,4910.061312095844,-45.31454774748272,-79.0280728306152,-110.7744158477326,-116.39099085333146,30.467017929753638,482.3044855721673,1095.623539527136,1677.8923482478858,3027.929376463435,5117.271017232531,12.797378825633132,38.76118471324662,82.53779572243184,146.16566924978906,597.3887763312669,1212.3733896637495,1795.1209740409104,2455.965745190828,3866.2675742149004,5929.47611737749,86.8648170056249,196.86080466912063,321.66200285642117,450.7683280996607,1061.1552114055448,1651.3127230481768,2313.2750741998607,3003.7938503414625,4417.006015707244,6455.023184054793,141.97403366209255,297.8650032855039,457.35209856255824,610.5747764794796,1196.3295970813779,1865.9951714544586,2557.807498590162,3278.5747193963907,4656.065129088383,6656.4743900256,148.7396099771231,297.1960787857806,440.9238552158531,586.0808033106914,1256.306277695665,1949.018563321908,2671.098307617998,3366.6671503249236,4748.448767928698,6683.05433315874,172.52812358199117,347.76441725938275,523.2976188136927,695.5877427086598,1423.0581222920446,2126.1155493820406,2811.707353689504,3508.907763864845,4819.13438497734,6690.005262246617,173.912165405236,347.7874984412174,523.8140524384035,688.6930975113755,1389.4516470581002,2063.335865566449,2706.6490329110966,3336.04287885502,4578.525612179772,6318.423540362099,2019-05-07
2019-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.228866650798409,-34.606201926391805,-89.95554745835761,-160.99468738695577,-453.1256495056732,-518.2726620925823,-297.13063384621637,22.594144851347664,806.353075928957,2328.4704369329556,-35.957258826108045,-91.15979663249891,-162.6096169736993,-236.75262296826986,-501.1999326664736,-476.6495559042305,-221.77404854465567,117.491274705666,927.0527722162078,2465.5655693296576,-55.29890207294193,-126.31241309055986,-200.04252460489806,-290.5861278848388,-494.294552869731,-385.36565267833794,-108.18748201119888,248.06556669303973,1085.8759330808534,2631.8425185357046,-72.07381489622003,-146.3218797759473,-236.58200734373895,-307.66183527069734,-444.30094633931003,-268.7288008551477,29.852911431487883,399.49540437362157,1266.8382153271523,2813.8029478227545,-56.31441952267505,-102.63537305058708,-131.45317472846,-137.23635664265385,37.700433112637256,336.88529038018896,706.5659696451621,1093.0896959621605,2106.976386162598,3570.225809926429,17.45481207280045,58.78425157640231,114.8178652724182,174.34520950966908,470.65265869584255,844.2795182082918,1231.2968107018387,1712.0593882864196,2739.7771016616607,4159.038872362085,64.40867632255413,137.21937909511507,215.58729901371953,296.20563296525506,666.9323925353892,1058.5960679835698,1540.1199308506912,2073.1832490258093,3091.521339998173,4432.3633390923205,88.02197704007176,183.92400892560727,278.8221647889186,370.9070199650523,762.9113192178484,1245.025672711141,1778.9739551301027,2275.5509737833927,3251.9061118383834,4579.366411184659,113.72907762891828,235.2445658241486,360.3693770359023,484.1609888766616,1022.0724611870246,1524.1939558741578,2048.3003542155493,2500.721802102751,3394.29676452282,4712.139147052047,131.97693448365408,268.2710038726291,404.96603961585424,526.656328089306,982.0253054272325,1437.467778124883,1880.3144353488606,2318.2720557346765,3198.8185271369584,4436.044824870245,2019-05-08
2019-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.95841787086283,90.45698132956932,114.59854651196292,134.23086116557897,235.55172140990908,516.8955148924724,1076.6225346177962,1729.140517583146,3299.33261220812,5731.642296325241,33.77591676877546,57.63713839888078,77.54108593727506,108.45669611866833,222.02829291547823,588.1984528158355,1185.5933048092265,1842.5685352951987,3432.9142822643626,5891.355612644955,24.168117924812577,43.77830793448629,74.64215122273527,84.29166233212891,246.0070347478686,693.6124653185834,1314.1836430914263,1979.2658446367714,3585.8971095643356,6065.906072130776,20.207438112189266,51.14246837081555,60.43742412582105,86.67438910434794,302.6628097364737,815.4088648458564,1456.01431750544,2138.4825787922164,3758.6123710919346,6247.219227066729,35.52830742727838,78.15122625359618,136.38373355454678,215.41654272499727,727.6088723190551,1370.0361749388758,2053.0139627684985,2904.5105007626407,4574.891108192969,6929.340962151793,102.64871537999079,228.4247724128727,368.77274491745266,511.75047053731396,1149.0373242019923,1840.1145420921966,2692.8425295881025,3462.850327754786,5129.263238649961,7472.896899553423,150.81300515603925,310.498352510509,474.29762998862134,637.4650363155342,1322.8422152492567,2184.9601089475254,2956.4651960912015,3857.669239515395,5454.813056879881,7705.66955419039,166.9338570312102,338.64721547687805,509.4221694687076,685.7666003992417,1548.5740565256565,2321.1658601648887,3223.9060781294393,3992.6877766342077,5594.7805791212595,7794.645270469191,199.70738681166313,390.95895060220755,581.1250459319708,775.9746436771784,1685.128708203505,2462.168951413434,3294.8986351281055,4065.1517678127566,5553.689338475262,7682.136909638648,206.38026580800033,420.88373381692327,638.6498602162501,836.0783365842581,1610.7981457242931,2372.584592340172,3107.1149247555586,3824.442536198534,5236.699535368243,7207.73684335369,2019-05-09
2019-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.683536217184155,97.16102232787307,110.3361558376746,104.01478423285516,23.236896027730836,84.1298115477839,385.46064789086813,797.4936336468963,1783.2719335722213,3478.315607026394,33.69518511134447,46.64890187835408,40.24184050178883,35.08365823990607,-50.28716261815862,82.44487868603755,423.22714990985696,848.5854329418944,1863.5340534079296,3585.4550032047555,13.199792853475628,6.870834332759841,1.7205288997174648,-35.065985143428406,-79.29219361260766,122.16598533012439,491.43704892309324,928.4451133138064,1972.9281050184509,3717.1934825012286,-6.261782265668444,-11.624875022622291,-48.828751783297776,-71.40152629373188,-66.44611945864744,190.3450840533551,583.8353025941324,1032.685489017007,2103.6489359470434,3863.8868669088697,-15.719453716287717,-25.465932339629944,-20.703066198768283,4.499576483500277,260.7785636027038,655.2261386947648,1104.2729657262826,1609.5584866391728,2770.4716253009974,4500.9925841289805,41.93439492050311,102.47355349591817,176.41633472319518,255.82738406119097,646.8047549275798,1100.912397238586,1606.841600768923,2172.8166033960442,3291.1277033234946,5047.660049029073,87.61474757180167,184.86735124158622,287.47489607863463,390.95503304761587,841.484124421564,1353.178315203797,1920.0348278820893,2515.1786871436634,3685.2261509121454,5330.797995859262,109.20280438135887,224.37682747287909,338.0136542310538,450.74070432884037,962.8046102196968,1530.3055882310873,2126.435819471051,2651.813233639594,3867.667319386528,5474.453731325397,138.63306224304324,282.50984808765315,427.8268632117979,569.7995857821697,1170.2018918198955,1702.025195990689,2350.127621618565,2918.5955734159943,4001.1939173303836,5604.313432281895,155.46422937750594,323.9029274714594,496.6198539662764,650.2366448213324,1222.4008976186378,1777.6025289209574,2310.8018970779813,2839.5649583864433,3914.5454199293745,5430.983346165885,2019-05-10
2019-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.64470012233596,478.9826743989015,752.3245412786309,1040.2621265831367,2137.055708671731,3130.6451322738867,4143.794126137014,5183.066145139819,7439.3185647926875,10749.54341051323,256.8786785372113,528.5819822373287,818.6084965962145,1140.7463686937263,2163.6919045062095,3164.4753213040967,4181.507330958775,5246.778887487599,7510.708946177445,10788.733168150968,273.0696994914424,561.0522712536513,881.713354069574,1150.2691399152282,2153.2309107377514,3161.129107021603,4177.72638956747,5273.7425720287865,7545.051176904264,10790.132109933184,293.3731932304581,615.2525218015944,881.2690432857671,1139.8908335805063,2130.876390085192,3140.9871417811155,4165.752227844481,5283.415858156266,7556.153628018248,10790.567658539017,250.55218454023452,497.1239761571396,744.0297135128931,990.899904796097,2001.2272687325312,3029.5696338506095,4148.553121882185,5266.480066832315,7518.119234175974,10886.253013767418,252.260914848398,506.6169990770959,761.3586693896141,1010.7433999196037,2031.2931754182937,3163.4770889713836,4283.471081029871,5441.901452690916,7636.001662284863,11009.092324413912,254.78989866910524,508.62332391184646,763.306423070806,1021.0761210936107,2145.157828788848,3279.038469812607,4439.687940044008,5535.428308220333,7691.077179814689,11043.705560933478,275.6807328288651,567.2585693123001,850.9229295134137,1124.6502803919066,2259.5114575410844,3421.709907686796,4519.67099048254,5623.487351104166,7911.04231409388,11044.534804101888,291.6709828715011,589.6494478936638,884.8898558641558,1166.9011899558172,2273.2183646307167,3389.062928481493,4447.871609561844,5679.689235250495,7812.229132705659,10833.28677479297,268.6501229625155,531.4559782282759,800.2793558419726,1063.0518256492905,2300.2351500200384,3415.1345853167877,4444.989941835825,5453.70952285816,7467.5555766127945,10316.259241848456,2019-05-13
