,eff:2018-12-19|mat:5y|roll:None|coup:outright0.0275
2018-01-02,0.02330618968820409
2018-01-03,0.023992251468225624
2018-01-04,0.02397841775093975
2018-01-05,0.02422033247368452
2018-01-08,0.024452534279857562
2018-01-09,0.02439398506625614
2018-01-10,0.02502494302196854
2018-01-11,0.02498268366904854
2018-01-12,0.024916331931642145
2018-01-16,0.025147742561232186
2018-01-17,0.025252252143904193
2018-01-18,0.02581871768991398
2018-01-19,0.02613652792298359
2018-01-22,0.026797064223189553
2018-01-23,0.026684850201051862
2018-01-24,0.0261635361607209
2018-01-25,0.026463815274662836
2018-01-26,0.02622467488371978
2018-01-29,0.026760523433391702
2018-01-30,0.02704583366738368
2018-01-31,0.027250698835824448
2018-02-01,0.027298667541028238
2018-02-02,0.028163347099259932
2018-02-05,0.0285625520684029
2018-02-06,0.026769690118437925
2018-02-07,0.027925248686258574
2018-02-08,0.0281031696264341
2018-02-09,0.027826744294132365
2018-02-12,0.02798048052110352
2018-02-13,0.02813711338303414
2018-02-14,0.027838441395104378
2018-02-15,0.028851365189766838
2018-02-16,0.028997951596335295
2018-02-20,0.02869868733806078
2018-02-21,0.02881977280030948
2018-02-22,0.029598700853564086
2018-02-23,0.029097738932732712
2018-02-26,0.028507695418775986
2018-02-27,0.028405095121816402
2018-02-28,0.02898390650999836
2018-03-01,0.02865889283678547
2018-03-02,0.027886148407085087
2018-03-05,0.028476534546101703
2018-03-06,0.02865573922737177
2018-03-07,0.028838954390491004
2018-03-08,0.028840138087018543
2018-03-09,0.02868752699835572
2018-03-12,0.029007752540374614
2018-03-13,0.028920227393435752
2018-03-14,0.028784851214398603
2018-03-15,0.028573384847896427
2018-03-16,0.028615547088292035
2018-03-19,0.028864793382173123
2018-03-20,0.02892655369798484
2018-03-21,0.029333776150738167
2018-03-22,0.0291959969934497
2018-03-23,0.028574878289544782
2018-03-26,0.02827232715883568
2018-03-27,0.028720714471092354
2018-03-28,0.027720631743856458
2018-03-29,0.02789925246106663
2018-03-30,0.027657567865695114
2018-04-02,0.027663430742103975
2018-04-03,0.027499073808314515
2018-04-04,0.02793445734330449
2018-04-05,0.02827056816391541
2018-04-06,0.028518852336116923
2018-04-09,0.027880170873199606
2018-04-10,0.02791579128355953
2018-04-11,0.02816303698449413
2018-04-12,0.028108430540257686
2018-04-13,0.028707483151565467
2018-04-16,0.028675931626581937
2018-04-17,0.028687687877295212
2018-04-18,0.028705425673344644
2018-04-19,0.029104040220970365
2018-04-20,0.029425338720877027
2018-04-23,0.029951777118240104
2018-04-24,0.030059890936669685
2018-04-25,0.030159997408109474
2018-04-26,0.03041792325239553
2018-04-27,0.03003556725219843
2018-04-30,0.029851543416934294
2018-05-01,0.02986322101526244
2018-05-02,0.029978540875621438
2018-05-03,0.02993063352426707
2018-05-04,0.029751138644775067
2018-05-07,0.02980313939108695
2018-05-08,0.02983852883385485
2018-05-09,0.030125598327177174
2018-05-10,0.03032777260691894
2018-05-11,0.030130256902861287
2018-05-14,0.030010049572635627
2018-05-15,0.030230092268362565
2018-05-16,0.030892077619577244
2018-05-17,0.031231587655047414
2018-05-18,0.0312582231963329
2018-05-21,0.0306905990689399
2018-05-22,0.03076604389663759
2018-05-23,0.030746521246041172
2018-05-24,0.030083162943860528
2018-05-25,0.02990712919501282
2018-05-29,0.029376728889671525
2018-05-30,0.027580789480856346
2018-05-31,0.02858421449945842
2018-06-01,0.02887173476271641
2018-06-04,0.02941637820307328
2018-06-05,0.029907529206903278
2018-06-06,0.029717695514410832
2018-06-07,0.030102802461181345
2018-06-08,0.029636766077619482
2018-06-11,0.02989169213034071
2018-06-12,0.030017286571513487
2018-06-13,0.030144808606491328
2018-06-14,0.030358098772608037
2018-06-15,0.0300859932116671
2018-06-18,0.02994406535521708
2018-06-19,0.029914911397088975
2018-06-20,0.029675315842848656
2018-06-21,0.030042691563692114
2018-06-22,0.029648912115395998
2018-06-25,0.029648908515972305
2018-06-26,0.029463741918557967
2018-06-27,0.02943447323635008
2018-06-28,0.02893764910202929
2018-06-29,0.029075481871322712
2018-07-02,0.029368017582455132
2018-07-03,0.029539942282510712
2018-07-05,0.029195731789671345
2018-07-06,0.029265483279374272
2018-07-09,0.02914058539662408
2018-07-10,0.029428291123437925
2018-07-11,0.02931870578319297
2018-07-12,0.029357111688227258
2018-07-13,0.02928051636786207
2018-07-16,0.02903327118049646
2018-07-17,0.029306213717052082
2018-07-18,0.029400125476470286
2018-07-19,0.029490128755364362
2018-07-20,0.029185952108874265
2018-07-23,0.029545971294791317
2018-07-24,0.030002836200489227
2018-07-25,0.030030653191822042
2018-07-26,0.030263397797574677
2018-07-27,0.03025241954122651
2018-07-30,0.030098603338457323
2018-07-31,0.030249129083143436
2018-08-01,0.030226055750711744
2018-08-02,0.030640266225169778
2018-08-03,0.030460782281115782
2018-08-06,0.03007533342019303
2018-08-07,0.02993583705173427
2018-08-08,0.030218251535598244
2018-08-09,0.030038301400618743
2018-08-10,0.029732711005472062
2018-08-13,0.0291457938811536
2018-08-14,0.029218001052708886
2018-08-15,0.02952046729737864
2018-08-16,0.029090198704781797
2018-08-17,0.029222293338004805
2018-08-20,0.029219141013317847
2018-08-21,0.028797960801809894
2018-08-22,0.028861515478299387
2018-08-23,0.028773569581427384
2018-08-24,0.028875308867799154
2018-08-27,0.02881171787680953
2018-08-28,0.029010104172596956
2018-08-29,0.029449411358246157
2018-08-30,0.029561655171303405
2018-08-31,0.02919517494055714
2018-09-04,0.029097764939353087
2018-09-05,0.029426788948189956
2018-09-06,0.029369929010940255
