,eff:2018-12-20|mat:5y|roll:None|coup:outright0.01,eff:2018-12-20|mat:5y|roll:None|coup:outright0.02,eff:2018-12-20|mat:5y|roll:None|coup:outright0.0275,eff:2018-12-20|mat:5y|roll:None|coup:outright0.04,eff:2018-12-20|mat:5y|roll:None|coup:outright0.05
2018-01-02,-469.2243829074691,-469.2243829074691,-469.2243829074691,-469.2243829074691,-469.2243829074691
2018-01-03,-468.74462470207357,-468.74462470207357,-468.74462470207357,-468.74462470207357,-468.74462470207357
2018-01-04,-468.69196164911943,-468.69196164911943,-468.69196164911943,-468.69196164911943,-468.69196164911943
2018-01-05,-468.2545772163262,-468.2545772163262,-468.2545772163262,-468.2545772163262,-468.2545772163262
2018-01-08,-468.0339112574665,-468.0339112574665,-468.0339112574665,-468.0339112574665,-468.0339112574665
2018-01-09,-468.2434518923159,-468.2434518923159,-468.2434518923159,-468.2434518923159,-468.2434518923159
2018-01-10,-467.61812526362036,-467.61812526362036,-467.61812526362036,-467.61812526362036,-467.61812526362036
2018-01-11,-467.74937810116995,-467.74937810116995,-467.74937810116995,-467.74937810116995,-467.74937810116995
2018-01-12,-467.77074193841815,-467.77074193841815,-467.77074193841815,-467.77074193841815,-467.77074193841815
2018-01-16,-467.4170482762876,-467.4170482762876,-467.4170482762876,-467.4170482762876,-467.4170482762876
2018-01-17,-467.32651349418245,-467.32651349418245,-467.32651349418245,-467.32651349418245,-467.32651349418245
2018-01-18,-466.6802944145609,-466.6802944145609,-466.6802944145609,-466.6802944145609,-466.6802944145609
2018-01-19,-466.5982313026052,-466.5982313026052,-466.5982313026052,-466.5982313026052,-466.5982313026052
2018-01-22,-465.91623968077243,-465.91623968077243,-465.91623968077243,-465.91623968077243,-465.91623968077243
2018-01-23,-465.9578258299397,-465.9578258299397,-465.9578258299397,-465.9578258299397,-465.9578258299397
2018-01-24,-466.6005264859597,-466.6005264859597,-466.6005264859597,-466.6005264859597,-466.6005264859597
2018-01-25,-466.266361865386,-466.266361865386,-466.266361865386,-466.266361865386,-466.266361865386
2018-01-26,-466.47348086458646,-466.47348086458646,-466.47348086458646,-466.47348086458646,-466.47348086458646
2018-01-29,-465.89655558224655,-465.89655558224655,-465.89655558224655,-465.89655558224655,-465.89655558224655
2018-01-30,-465.7672639399584,-465.7672639399584,-465.7672639399584,-465.7672639399584,-465.7672639399584
2018-01-31,-465.53026299314894,-465.53026299314894,-465.53026299314894,-465.53026299314894,-465.53026299314894
2018-02-01,-465.3683130350387,-465.3683130350387,-465.3683130350387,-465.3683130350387,-465.3683130350387
2018-02-02,-464.5719541195621,-464.5719541195621,-464.5719541195621,-464.5719541195621,-464.5719541195621
2018-02-05,-464.4697935309205,-464.4697935309205,-464.4697935309205,-464.4697935309205,-464.4697935309205
2018-02-06,-466.85844521011904,-466.85844521011904,-466.85844521011904,-466.85844521011904,-466.85844521011904
2018-02-07,-465.48157976926416,-465.48157976926416,-465.48157976926416,-465.48157976926416,-465.48157976926416
2018-02-08,-465.55243224543904,-465.55243224543904,-465.55243224543904,-465.55243224543904,-465.55243224543904
2018-02-09,-466.191556443772,-466.191556443772,-466.191556443772,-466.191556443772,-466.191556443772
2018-02-12,-466.18487844885976,-466.18487844885976,-466.18487844885976,-466.18487844885976,-466.18487844885976
2018-02-13,-465.9460229257334,-465.9460229257334,-465.9460229257334,-465.9460229257334,-465.9460229257334
2018-02-14,-466.09664206710374,-466.09664206710374,-466.09664206710374,-466.09664206710374,-466.09664206710374
2018-02-15,-464.7573254989008,-464.7573254989008,-464.7573254989008,-464.7573254989008,-464.7573254989008
2018-02-16,-464.6072591329476,-464.6072591329476,-464.6072591329476,-464.6072591329476,-464.6072591329476
2018-02-20,-465.00722842938296,-465.00722842938296,-465.00722842938296,-465.00722842938296,-465.00722842938296
2018-02-21,-464.89770905080627,-464.89770905080627,-464.89770905080627,-464.89770905080627,-464.89770905080627
2018-02-22,-464.0503842585165,-464.0503842585165,-464.0503842585165,-464.0503842585165,-464.0503842585165
2018-02-23,-464.5597729233,-464.5597729233,-464.5597729233,-464.5597729233,-464.5597729233
2018-02-26,-464.9073847879397,-464.9073847879397,-464.9073847879397,-464.9073847879397,-464.9073847879397
2018-02-27,-465.20224793361876,-465.20224793361876,-465.20224793361876,-465.20224793361876,-465.20224793361876
2018-02-28,-464.44998863409916,-464.44998863409916,-464.44998863409916,-464.44998863409916,-464.44998863409916
2018-03-01,-464.6278584180186,-464.6278584180186,-464.6278584180186,-464.6278584180186,-464.6278584180186
2018-03-02,-465.4621515433865,-465.4621515433865,-465.4621515433865,-465.4621515433865,-465.4621515433865
2018-03-05,-464.7702158665145,-464.7702158665145,-464.7702158665145,-464.7702158665145,-464.7702158665145
2018-03-06,-464.6891890277235,-464.6891890277235,-464.6891890277235,-464.6891890277235,-464.6891890277235
2018-03-07,-464.461441944168,-464.461441944168,-464.461441944168,-464.461441944168,-464.461441944168
2018-03-08,-464.51113780992836,-464.51113780992836,-464.51113780992836,-464.51113780992836,-464.51113780992836
2018-03-09,-464.73205508084476,-464.73205508084476,-464.73205508084476,-464.73205508084476,-464.73205508084476
2018-03-12,-464.5031981648339,-464.5031981648339,-464.5031981648339,-464.5031981648339,-464.5031981648339
2018-03-13,-464.7927389989371,-464.7927389989371,-464.7927389989371,-464.7927389989371,-464.7927389989371
2018-03-14,-465.09920417249305,-465.09920417249305,-465.09920417249305,-465.09920417249305,-465.09920417249305
2018-03-15,-465.308133254838,-465.308133254838,-465.308133254838,-465.308133254838,-465.308133254838
2018-03-16,-465.0047402235826,-465.0047402235826,-465.0047402235826,-465.0047402235826,-465.0047402235826
2018-03-19,-464.78093610413606,-464.78093610413606,-464.78093610413606,-464.78093610413606,-464.78093610413606
2018-03-20,-464.6600668578686,-464.6600668578686,-464.6600668578686,-464.6600668578686,-464.6600668578686
2018-03-21,-464.10698726781663,-464.10698726781663,-464.10698726781663,-464.10698726781663,-464.10698726781663
2018-03-22,-464.3415204977123,-464.3415204977123,-464.3415204977123,-464.3415204977123,-464.3415204977123
2018-03-23,-464.92709167027493,-464.92709167027493,-464.92709167027493,-464.92709167027493,-464.92709167027493
2018-03-26,-465.3279328526204,-465.3279328526204,-465.3279328526204,-465.3279328526204,-465.3279328526204
2018-03-27,-464.8867212712219,-464.8867212712219,-464.8867212712219,-464.8867212712219,-464.8867212712219
2018-03-28,-465.8435040593855,-465.8435040593855,-465.8435040593855,-465.8435040593855,-465.8435040593855
2018-03-29,-465.65811143684886,-465.65811143684886,-465.65811143684886,-465.65811143684886,-465.65811143684886
2018-03-30,-465.8995167885597,-465.8995167885597,-465.8995167885597,-465.8995167885597,-465.8995167885597
2018-04-02,-465.79795192479395,-465.79795192479395,-465.79795192479395,-465.79795192479395,-465.79795192479395
2018-04-03,-466.24048641502884,-466.24048641502884,-466.24048641502884,-466.24048641502884,-466.24048641502884
2018-04-04,-465.84230434268034,-465.84230434268034,-465.84230434268034,-465.84230434268034,-465.84230434268034
2018-04-05,-465.56097906033375,-465.56097906033375,-465.56097906033375,-465.56097906033375,-465.56097906033375
2018-04-06,-465.35189175319175,-465.35189175319175,-465.35189175319175,-465.35189175319175,-465.35189175319175
2018-04-09,-466.25540530107185,-466.25540530107185,-466.25540530107185,-466.25540530107185,-466.25540530107185
2018-04-10,-466.13656751614633,-466.13656751614633,-466.13656751614633,-466.13656751614633,-466.13656751614633
2018-04-11,-465.80174685548684,-465.80174685548684,-465.80174685548684,-465.80174685548684,-465.80174685548684
2018-04-12,-465.908009680902,-465.908009680902,-465.908009680902,-465.908009680902,-465.908009680902
2018-04-13,-465.2218062086446,-465.2218062086446,-465.2218062086446,-465.2218062086446,-465.2218062086446
2018-04-16,-465.2942386069228,-465.2942386069228,-465.2942386069228,-465.2942386069228,-465.2942386069228
2018-04-17,-465.23202485078343,-465.23202485078343,-465.23202485078343,-465.23202485078343,-465.23202485078343
2018-04-18,-465.1276255475299,-465.1276255475299,-465.1276255475299,-465.1276255475299,-465.1276255475299
2018-04-19,-464.6588492185544,-464.6588492185544,-464.6588492185544,-464.6588492185544,-464.6588492185544
2018-04-20,-464.4692017038189,-464.4692017038189,-464.4692017038189,-464.4692017038189,-464.4692017038189
2018-04-23,-463.9114190273111,-463.9114190273111,-463.9114190273111,-463.9114190273111,-463.9114190273111
2018-04-24,-463.7715319443154,-463.7715319443154,-463.7715319443154,-463.7715319443154,-463.7715319443154
2018-04-25,-463.7492774557428,-463.7492774557428,-463.7492774557428,-463.7492774557428,-463.7492774557428
2018-04-26,-463.58979882927156,-463.58979882927156,-463.58979882927156,-463.58979882927156,-463.58979882927156
2018-04-27,-463.89362159750453,-463.89362159750453,-463.89362159750453,-463.89362159750453,-463.89362159750453
2018-04-30,-464.05985303809524,-464.05985303809524,-464.05985303809524,-464.05985303809524,-464.05985303809524
2018-05-01,-464.1091351151783,-464.1091351151783,-464.1091351151783,-464.1091351151783,-464.1091351151783
