,eff:2019-09-18|mat:5y|roll:None|coup:outright0.01,eff:2019-09-18|mat:5y|roll:None|coup:outright0.02,eff:2019-09-18|mat:5y|roll:None|coup:outright0.03,eff:2019-09-18|mat:5y|roll:None|coup:outright0.04,eff:2019-09-18|mat:5y|roll:None|coup:outright0.05,eff:2019-01-01|mat:5y|roll:None|coup:outright0.01,eff:2019-01-01|mat:5y|roll:None|coup:outright0.02,eff:2019-01-01|mat:5y|roll:None|coup:outright0.03,eff:2019-01-01|mat:5y|roll:None|coup:outright0.04,eff:2019-01-01|mat:5y|roll:None|coup:outright0.05,eff:2021-01-01|mat:5y|roll:None|coup:outright0.01,eff:2021-01-01|mat:5y|roll:None|coup:outright0.02,eff:2021-01-01|mat:5y|roll:None|coup:outright0.03,eff:2021-01-01|mat:5y|roll:None|coup:outright0.04,eff:2021-01-01|mat:5y|roll:None|coup:outright0.05
2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-04,-57.32751503921463,-68.48792149567453,-79.64832795213442,-90.80873440857977,-101.969140864996,-351.6653889674926,-362.13586546819715,-372.6063419689308,-383.0768184696499,-393.54729497036897,555.8608112361981,549.5813908876007,543.3019705389888,537.0225501903769,530.7431298417359
2018-12-05,1948.1270836845506,2009.9864142575534,2071.8457448305853,2133.705075403559,2195.5644059765036,1741.3124961457215,1789.9661219535774,1838.6197477614915,1887.27337356942,1935.9269993772032,2090.993752835726,2178.373784594354,2265.7538163530407,2353.1338481117273,2440.5138798703556
2018-12-06,111.90589893498691,113.09536998247495,114.2848410299921,115.47431207745103,116.66378312502638,31.612312834127806,31.97410397505155,32.33589511591708,32.69768625681172,33.05947739773546,71.18027057654399,73.38000043376815,75.5797302909632,77.7794601481728,79.9791900053824
2018-12-07,1399.6784144205885,1458.6529792702058,1517.6275441197795,1576.6021089694113,1635.576673818956,1543.9861208818038,1593.2355304158991,1642.4849399500235,1691.7343494840898,1740.9837590182142,638.4137537347706,708.4288434954797,778.4439332561597,848.4590230168251,918.4741127775633
2018-12-10,3798.8653794104757,3925.069125069029,4051.2728707275965,4177.476616386135,4303.680362044761,3639.698234667245,3739.8008602863993,3839.903485905539,3940.0061115247227,4040.108737143848,3296.066071054287,3465.513387455736,3634.9607038571703,3804.408020258619,3973.8553366600827
2018-12-11,143.61758496543916,161.97479896781442,180.33201297018968,198.68922697259404,217.0464409749693,207.22200508676178,224.56715995560808,241.91231482449803,259.2574696933443,276.6026245622197,126.35029084420239,146.03009045905492,165.70989007390745,185.38968968878908,205.0694893036416
2018-12-12,-1534.7010810858192,-1584.0282280072279,-1633.355374928622,-1682.6825218500453,-1732.0096687714977,-1517.081363161953,-1555.8083949862048,-1594.5354268104566,-1633.2624586347229,-1671.989490458931,-1158.1188642530324,-1223.453971164854,-1288.7890780766902,-1354.1241849884973,-1419.4592919003917
2018-12-13,-1778.3836276531656,-1824.1128942373325,-1869.842160821543,-1915.5714274056954,-1961.300693989877,-1659.6337791986589,-1693.1246642985352,-1726.6155493984697,-1760.1064344983606,-1793.5973195982806,-1625.4600519573723,-1692.4438860241062,-1759.4277200907964,-1826.4115541575593,-1893.3953882242204
2018-12-14,577.0086703967827,598.6976828757906,620.3866953547695,642.0757078337774,663.7647203127563,620.9530519648397,638.5909879069804,656.2289238490921,673.8668597912183,691.5047957333154,178.7494953639689,204.27458304172615,229.7996707194834,255.3247583972552,280.84984607498336
2018-12-17,1244.0812085063662,1286.635359053893,1329.1895096014487,1371.7436601489899,1414.2978106965602,1157.3125864387257,1191.3337618528021,1225.3549372668786,1259.3761126809986,1293.3972880950605,1085.971261921848,1142.6900681073748,1199.4088742929016,1256.127680478443,1312.8464866639988
2018-12-18,1551.8710272083554,1622.1368263816694,1692.4026255550125,1762.668424728312,1832.9342239016114,1589.2996446367615,1648.8593172888504,1708.4189899409976,1767.9786625930428,1827.5383352451754,1093.3451204880403,1178.3467169881478,1263.3483134882263,1348.3499099883193,1433.3515064883977
2018-12-19,2748.540729360495,2848.3667342747212,2948.192739188962,3048.018744103174,3147.8447490173858,2761.812152767772,2842.664230480761,2923.5163081937644,3004.368385906797,3085.220463619771,2246.6984819068457,2376.21716134093,2505.7358407750144,2635.254520209128,2764.773199643212
2018-12-20,2325.83031140863,2374.673169219066,2423.5160270294728,2472.3588848399377,2521.2017426503735,1715.0072921526735,1748.4402247084508,1781.873157264141,1815.3060898199328,1848.7390223756665,3052.4024800728075,3137.8623595842946,3223.3222390958254,3308.782118607269,3394.2419981188286
2018-12-21,-3055.993450959286,-3148.5442866334197,-3241.095122307539,-3333.645957981702,-3426.1967936558067,-2845.878055431647,-2917.596260273014,-2989.314465114323,-3061.03266995569,-3132.750874797028,-2951.5016619987728,-3081.63312311325,-3211.7645842277125,-3341.8960453421896,-3472.027506456725
2018-12-24,1308.7030293162825,1368.6095444271486,1428.5160595379566,1488.4225746488519,1548.329089759689,1392.2547720118746,1443.1205855967273,1493.98639918158,1544.8522127663455,1595.7180263511982,515.7510267553735,584.9191307184665,654.0872346815158,723.2553386445943,792.4234426076728
2018-12-26,3450.465365188822,3574.87531285602,3699.285260523233,3823.6952081903873,3948.105155857629,3140.278505873299,3241.306124844763,3342.3337438162707,3443.3613627877785,3544.3889817593154,2553.466359773709,2714.168576668628,2874.8707935635757,3035.5730104585236,3196.2752273534425
2018-12-27,-3019.3829754766775,-3099.662781262843,-3179.942587048965,-3260.222392835145,-3340.502198621354,-2592.5055764394783,-2652.1716944716754,-2711.8378125039017,-2771.5039305361424,-2831.170048568354,-2616.941151281193,-2732.731894876386,-2848.5226384715643,-2964.313382066757,-3080.104125661921
2018-12-28,2067.1845973916206,2143.524944654113,2219.865291916605,2296.205639179141,2372.545986441619,2098.027087549257,2159.9524357353075,2221.8777839212707,2283.8031321073795,2345.7284802933427,1537.6163167863124,1634.6836516481999,1731.7509865100437,1828.8183213719458,1925.8856562337605
2018-12-31,2899.088789334666,2985.474051660931,3071.859313987181,3158.244576313431,3244.6298386397684,2726.729238642147,2793.25258012439,2859.775921606677,2926.299263088891,2992.8226045711926,2709.4581215389335,2830.6182189934334,2951.7783164479188,3072.9384139023896,3194.0985113569477
2019-01-02,1636.9338267528947,1689.9052501440456,1742.8766735351965,1795.848096926362,1848.8195203174691,1664.2334262842487,1705.836546497856,1747.4396667115216,1789.0427869252162,1830.6459071388235,1537.0340045401972,1609.7815846336307,1682.5291647270933,1755.2767448205414,1828.0243249139312
2019-01-03,2296.538143295009,2352.1804879900446,2407.8228326850513,2463.4651773801015,2519.1075220750936,1637.581104522309,1678.0531550023588,1718.5252054823359,1758.9972559622984,1799.469306442319,2972.567372201447,3063.3499261022807,3154.1324800031434,3244.9150339039916,3335.697587804869
2019-01-04,5136.156231488065,5312.564164001233,5488.972096514422,5665.380029027554,5841.787961540773,5088.367363818048,5229.352152847889,5370.336941877758,5511.321730907657,5652.306519937469,3861.5946720265492,4090.8332096155937,4320.071747204594,4549.310284793595,4778.548822382625
2019-01-07,-7236.833050232548,-7451.980841659693,-7667.1286330868315,-7882.276424513955,-8097.424215941108,-6852.682658713558,-7018.063536662026,-7183.44441461048,-7348.825292558991,-7514.206170507387,-6320.587385003746,-6618.811262424162,-6917.035139844593,-7215.259017264951,-7513.482894685396
2019-01-08,-1677.9497623698262,-1725.473430486396,-1772.9970986029512,-1820.520766719521,-1868.0444348361198,-1677.8931794657983,-1713.7860218206188,-1749.6788641754538,-1785.5717065302015,-1821.4645488850656,-1180.4183199127729,-1244.8898886036332,-1309.361457294479,-1373.8330259853828,-1438.3045946761995
2019-01-09,-2044.306363653246,-2102.4262391148222,-2160.5461145763984,-2218.665990038018,-2276.78586549958,-1941.4791402245464,-1985.523083170774,-2029.5670261170162,-2073.6109690632875,-2117.6549120095297,-1634.6965411963029,-1715.1914758884086,-1795.6864105805435,-1876.1813452726783,-1956.676279964755
2019-01-10,1104.4463415482314,1141.3443904919986,1178.2424394357367,1215.1404883796058,1252.0385373233585,1048.9518989494536,1078.276662360484,1107.6014257715578,1136.9261891826027,1166.2509525936766,917.7649549855269,966.8606054027332,1015.9562558199541,1065.0519062371895,1114.1475566543668
2019-01-11,-1048.3172529637523,-1074.8064983535296,-1101.2957437432633,-1127.7849891330843,-1154.274234522789,-910.8949782235431,-930.236768159084,-949.5785580946394,-968.9203480302385,-988.2621379657794,-1114.0320924785483,-1154.2378720878478,-1194.4436516971327,-1234.6494313064322,-1274.8552109157608
2019-01-14,1703.826153206377,1754.3591273345664,1804.8921014627267,1855.4250755908724,1905.9580497190182,1459.5884080987307,1498.6244315308431,1537.660454962912,1576.6964783950389,1615.7325018271367,1895.7480232285598,1969.4286035327968,2043.1091838370194,2116.7897641412565,2190.4703444455517
2019-01-15,-103.14218537631677,-92.55696133579477,-81.97173729524366,-71.38651325469255,-60.801289214141434,-45.29874457528058,-33.98847788311832,-22.67821119092696,-11.367944498793804,-0.057677806602441706,-179.31235398324498,-170.98833281603584,-162.6643116487976,-154.34029048158845,-146.01626931437931
2019-01-16,-419.557701838552,-425.78434041792934,-432.01097899733577,-438.23761757672764,-444.4642561560904,-331.7882062045537,-335.19070695733535,-338.59320771013154,-341.9957084628986,-345.3982092156948,-500.7452989903686,-513.0545097007853,-525.363720411231,-537.672931121604,-549.9821418320935
2019-01-17,-527.376378321409,-535.8659181069379,-544.3554578924523,-552.8449976779666,-561.3345374635392,-378.3413629173883,-383.33401493965357,-388.3266669619188,-393.3193189841695,-398.3119710064493,-662.3200107129669,-678.8950201794214,-695.4700296458905,-712.0450391123886,-728.6200485788577
2019-01-18,-1649.0788752719818,-1695.5575708607503,-1742.0362664495187,-1788.514962038258,-1834.9936576270266,-1548.305231758306,-1583.4693781943206,-1618.633524630306,-1653.7976710663352,-1688.9618175023352,-1392.3012947402894,-1457.3493412167154,-1522.3973876931123,-1587.4454341695528,-1652.493480645935
2019-01-22,-2375.588707157236,-2441.6187963591365,-2507.648885561037,-2573.6789747629664,-2639.7090639648377,-2238.797018103418,-2288.4777360509324,-2338.1584539984906,-2387.839171945976,-2437.5198898935196,-1978.6882504759851,-2071.3507569294015,-2164.0132633828034,-2256.6757698362053,-2349.338276289578
2019-01-23,2594.554833403163,2679.5368607754644,2764.5188881477225,2849.5009155200096,2934.4829428922676,2337.277097989194,2404.6478791165428,2472.0186602438916,2539.389441371255,2606.7602224986185,2417.707570719096,2533.736048331164,2649.764525943203,2765.793003555271,2881.8214811672515
2019-01-24,125.9005253859068,133.48187741398579,141.06322944207932,148.64458147014375,156.2259334982664,124.87517838604981,131.61229820459266,138.3494180231355,145.08653784164926,151.823657660163,101.29660967871314,110.36765465151984,119.43869962429744,128.50974459707504,137.58078956991085
2019-01-25,1192.8036974116549,1230.4699130744266,1268.1361287371838,1305.8023443999991,1343.468560062698,1104.0734560021665,1133.6240940517164,1163.1747321012954,1192.7253701509035,1222.2760082004825,1131.6363357859082,1183.8086757861602,1235.981015786485,1288.153355786766,1340.3256957871054
2019-01-28,-2353.2954518032348,-2412.7756709609384,-2472.2558901185985,-2531.736109276302,-2591.2163284339476,-2184.9230885087745,-2228.22798389112,-2271.532879273451,-2314.8377746558253,-2358.1426700382,-2139.9191030924267,-2227.2806565345527,-2314.6422099766933,-2402.0037634188047,-2489.3653168609744
2019-01-29,969.1387447685702,1008.2568528061383,1047.3749608436774,1086.4930688812165,1125.6111769187555,949.7620892621635,982.2196594282577,1014.6772295943229,1047.134799760388,1079.592369926453,871.9808774585836,921.9929728378775,972.0050682171714,1022.017163596407,1072.02925897573
2019-01-30,1526.0075979078247,1572.4459592230123,1618.8843205382436,1665.3226818534167,1711.761043168648,1359.9061005034891,1396.0080009043886,1432.1099013053317,1468.2118017062166,1504.313702107218,1548.3936719984486,1614.4624090678699,1680.5311461373203,1746.5998832067853,1812.668620276192
2019-01-31,2158.456519084255,2237.874286747683,2317.2920544110675,2396.7098220745247,2476.1275897379237,2153.133474393966,2217.7120203222876,2282.290566250551,2346.8691121788725,2411.447658107165,1512.431983977076,1613.1893558469455,1713.9467277167569,1814.7040995866555,1915.4614714564668
