,eff:2018-12-18|mat:5y|roll:None|coup:outright0.01,eff:2018-12-18|mat:5y|roll:None|coup:outright0.02,eff:2018-12-18|mat:5y|roll:None|coup:outright0.0275,eff:2018-12-18|mat:5y|roll:None|coup:outright0.04,eff:2018-12-18|mat:5y|roll:None|coup:outright0.05
2018-01-03,-64424.643012458,-18373.716012047822,16164.479238258282,73728.1379887701,119779.06498917843
2018-01-04,-64359.280138086026,-18310.050229804372,16226.87220140532,73788.40958675646,119837.6394950363
2018-01-05,-65414.29720047986,-19407.031712998592,15098.417402610808,72607.49926196145,118614.76474944084
2018-01-08,-66447.75676047112,-20464.238442939226,14023.40029520815,71502.7981921221,117486.31650965218
2018-01-09,-66199.63777430574,-20201.401543672502,14297.2756293009,71795.07091759153,117793.30714822291
2018-01-10,-69003.91185612508,-23069.56622593249,11381.192996710437,68799.12503445023,114733.47066464106
2018-01-11,-68818.30766659697,-22878.325338920244,11576.661406835789,69001.6393164308,114941.62164410569
2018-01-12,-68524.83278436481,-22577.583437322624,11882.853572957465,69316.91525675931,115264.16460379957
2018-01-16,-69531.78957303707,-23622.055388341774,10810.245250178195,68197.41298104642,114107.14716573988
2018-01-17,-69986.16218729023,-24093.60924999829,10325.805452969144,67691.49662458322,113584.0495618733
2018-01-18,-72477.84390621402,-26652.92653192632,7715.76149878795,64996.90821664668,110821.82559093258
2018-01-19,-73892.03073143,-28092.331918801225,6257.442190668851,63507.06570645388,109306.76451908085
2018-01-22,-76807.36514756618,-31071.616760899793,3230.194529098473,60399.880012430556,106135.62839909508
2018-01-23,-76321.683046276,-30569.868922471913,3743.991670379648,60933.759325133855,106685.57344893612
2018-01-24,-74045.10381078951,-28226.78528801413,6136.953604065871,63409.85175753423,109228.17028030776
2018-01-25,-75360.47013444852,-29578.49084350317,4757.993624704337,61985.46773838512,107767.44702932869
2018-01-26,-74291.325608013,-28494.634786317285,5852.883329952965,63098.74685707169,108895.43767876558
2018-01-29,-76628.5608323508,-30901.26753356433,3394.2024405240227,60553.31906400627,106280.61236279091
2018-01-30,-77894.89705315664,-32189.401475246603,2089.7202081844152,59221.58968057111,104927.08525847935
2018-01-31,-78803.60295066964,-33113.673988668976,1153.7727328299661,58266.1839353299,103956.11289732871
2018-02-01,-78992.29192600577,-33320.48836909482,933.3642985869083,58023.11874472471,103694.92230163385
2018-02-02,-82777.68549607878,-37194.684701021644,-3007.4341047303315,53971.31688909016,99554.31768414548
2018-02-05,-84538.37684975336,-38986.2103820171,-4822.085531216449,52118.12255345301,97670.28902118745
