,eff:2019-09-18|mat:5y|roll:None|coup:outright0.01,eff:2019-09-18|mat:5y|roll:None|coup:outright0.02,eff:2019-09-18|mat:5y|roll:None|coup:outright0.03,eff:2019-09-18|mat:5y|roll:None|coup:outright0.04,eff:2019-09-18|mat:5y|roll:None|coup:outright0.05,eff:2019-01-01|mat:5y|roll:None|coup:outright0.01,eff:2019-01-01|mat:5y|roll:None|coup:outright0.02,eff:2019-01-01|mat:5y|roll:None|coup:outright0.03,eff:2019-01-01|mat:5y|roll:None|coup:outright0.04,eff:2019-01-01|mat:5y|roll:None|coup:outright0.05,eff:2021-01-01|mat:5y|roll:None|coup:outright0.01,eff:2021-01-01|mat:5y|roll:None|coup:outright0.02,eff:2021-01-01|mat:5y|roll:None|coup:outright0.03,eff:2021-01-01|mat:5y|roll:None|coup:outright0.04,eff:2021-01-01|mat:5y|roll:None|coup:outright0.05
2018-11-30,-455.1220407316777,-455.1220407316777,-455.1220407316777,-455.1220407316777,-455.1220407316777,-464.63804863763323,-464.63804863763323,-464.63804863763323,-464.63804863763323,-464.63804863763323,-437.43413897351894,-437.43413897351894,-437.43413897351894,-437.43413897351894,-437.43413897351894
2018-12-03,-455.1220407316777,-455.1220407316777,-455.1220407316777,-455.1220407316777,-455.1220407316777,-464.63804863763323,-464.63804863763323,-464.63804863763323,-464.63804863763323,-464.63804863763323,-437.43413897351894,-437.43413897351894,-437.43413897351894,-437.43413897351894,-437.43413897351894
2018-12-04,-455.00956050638194,-455.00956050638194,-455.00956050638194,-455.00956050638194,-455.00956050638194,-464.53448376605604,-464.53448376605604,-464.53448376605604,-464.53448376605604,-464.53448376605604,-437.3671144929177,-437.3671144929177,-437.3671144929177,-437.3671144929177,-437.3671144929177
2018-12-05,-455.62078034468254,-455.62078034468254,-455.62078034468254,-455.62078034468254,-455.62078034468254,-465.01372286048866,-465.01372286048866,-465.01372286048866,-465.01372286048866,-465.01372286048866,-438.23477116334885,-438.23477116334885,-438.23477116334885,-438.23477116334885,-438.23477116334885
2018-12-06,-455.6321555266056,-455.6321555266056,-455.6321555266056,-455.6321555266056,-455.6321555266056,-465.01677472028837,-465.01677472028837,-465.01677472028837,-465.01677472028837,-465.01677472028837,-438.25650807942174,-438.25650807942174,-438.25650807942174,-438.25650807942174,-438.25650807942174
2018-12-07,-456.21805798117055,-456.21805798117055,-456.21805798117055,-456.21805798117055,-456.21805798117055,-465.50362968768343,-465.50362968768343,-465.50362968768343,-465.50362968768343,-465.50362968768343,-438.9587783429871,-438.9587783429871,-438.9587783429871,-438.9587783429871,-438.9587783429871
2018-12-10,-457.4665982191915,-457.4665982191915,-457.4665982191915,-457.4665982191915,-457.4665982191915,-466.48919798868144,-466.48919798868144,-466.48919798868144,-466.48919798868144,-466.48919798868144,-440.6465615107811,-440.6465615107811,-440.6465615107811,-440.6465615107811,-440.6465615107811
2018-12-11,-457.65089420390143,-457.65089420390143,-457.65089420390143,-457.65089420390143,-457.65089420390143,-466.6626279579571,-466.6626279579571,-466.6626279579571,-466.6626279579571,-466.6626279579571,-440.8441842819059,-440.8441842819059,-440.8441842819059,-440.8441842819059,-440.8441842819059
2018-12-12,-457.16313080613224,-457.16313080613224,-457.16313080613224,-457.16313080613224,-457.16313080613224,-466.28200304071123,-466.28200304071123,-466.28200304071123,-466.28200304071123,-466.28200304071123,-440.1925640329391,-440.1925640329391,-440.1925640329391,-440.1925640329391,-440.1925640329391
2018-12-13,-456.7132674035888,-456.7132674035888,-456.7132674035888,-456.7132674035888,-456.7132674035888,-465.9551156812412,-465.9551156812412,-465.9551156812412,-465.9551156812412,-465.9551156812412,-439.52733041645763,-439.52733041645763,-439.52733041645763,-439.52733041645763,-439.52733041645763
2018-12-14,-456.92843517341464,-456.92843517341464,-456.92843517341464,-456.92843517341464,-456.92843517341464,-466.1289293509293,-466.1289293509293,-466.1289293509293,-466.1289293509293,-466.1289293509293,-439.78377598838546,-439.78377598838546,-439.78377598838546,-439.78377598838546,-439.78377598838546
2018-12-17,-457.3496628321524,-457.3496628321524,-457.3496628321524,-457.3496628321524,-457.3496628321524,-466.46427092158797,-466.46427092158797,-466.46427092158797,-466.46427092158797,-466.46427092158797,-440.34884037999905,-440.34884037999905,-440.34884037999905,-440.34884037999905,-440.34884037999905
2018-12-18,-458.0485365854796,-458.0485365854796,-458.0485365854796,-458.0485365854796,-458.0485365854796,-467.05433953986017,-467.05433953986017,-467.05433953986017,-467.05433953986017,-467.05433953986017,-441.19892741969545,-441.19892741969545,-441.19892741969545,-441.19892741969545,-441.19892741969545
2018-12-19,-459.03790146833217,-459.03790146833217,-459.03790146833217,-459.03790146833217,-459.03790146833217,-467.85161498538184,-467.85161498538184,-467.85161498538184,-467.85161498538184,-467.85161498538184,-442.4907249391741,-442.4907249391741,-442.4907249391741,-442.4907249391741,-442.4907249391741
2018-12-20,-459.51496572646636,-459.51496572646636,-459.51496572646636,-459.51496572646636,-459.51496572646636,-468.1774261238972,-468.1774261238972,-468.1774261238972,-468.1774261238972,-468.1774261238972,-443.33291439242123,-443.33291439242123,-443.33291439242123,-443.33291439242123,-443.33291439242123
2018-12-21,-458.60127168683175,-458.60127168683175,-458.60127168683175,-458.60127168683175,-458.60127168683175,-467.47261394221863,-467.47261394221863,-467.47261394221863,-467.47261394221863,-467.47261394221863,-442.0395544540794,-442.0395544540794,-442.0395544540794,-442.0395544540794,-442.0395544540794
2018-12-24,-459.1972205610389,-459.1972205610389,-459.1972205610389,-459.1972205610389,-459.1972205610389,-467.97645623499807,-467.97645623499807,-467.97645623499807,-467.97645623499807,-467.97645623499807,-442.7338915887949,-442.7338915887949,-442.7338915887949,-442.7338915887949,-442.7338915887949
2018-12-26,-460.42972288599555,-460.42972288599555,-460.42972288599555,-460.42972288599555,-460.42972288599555,-468.9744520964339,-468.9744520964339,-468.9744520964339,-468.9744520964339,-468.9744520964339,-444.3380530562922,-444.3380530562922,-444.3380530562922,-444.3380530562922,-444.3380530562922
2018-12-27,-459.6394763825755,-459.6394763825755,-459.6394763825755,-459.6394763825755,-459.6394763825755,-468.39034645955206,-468.39034645955206,-468.39034645955206,-468.39034645955206,-468.39034645955206,-443.18710047875,-443.18710047875,-443.18710047875,-443.18710047875,-443.18710047875
2018-12-28,-460.3965192234552,-460.3965192234552,-460.3965192234552,-460.3965192234552,-460.3965192234552,-469.00063338307734,-469.00063338307734,-469.00063338307734,-469.00063338307734,-469.00063338307734,-444.1561327556309,-444.1561327556309,-444.1561327556309,-444.1561327556309,-444.1561327556309
2018-12-31,-461.2492429739902,-461.2492429739902,-461.2492429739902,-461.2492429739902,-461.2492429739902,-469.6535694007647,-469.6535694007647,-469.6535694007647,-469.6535694007647,-469.6535694007647,-445.3607950427447,-445.3607950427447,-445.3607950427447,-445.3607950427447,-445.3607950427447
2019-01-02,-461.7732463107398,-461.7732463107398,-461.7732463107398,-461.7732463107398,-461.7732463107398,-470.0622094209382,-470.0622094209382,-470.0622094209382,-470.0622094209382,-470.0622094209382,-446.0845579924977,-446.0845579924977,-446.0845579924977,-446.0845579924977,-446.0845579924977
