,eff:2019-09-18|mat:5y|roll:None|coup:outright0.01,eff:2019-09-18|mat:5y|roll:None|coup:outright0.02,eff:2019-09-18|mat:5y|roll:None|coup:outright0.03,eff:2019-09-18|mat:5y|roll:None|coup:outright0.04,eff:2019-09-18|mat:5y|roll:None|coup:outright0.05,eff:2019-01-01|mat:5y|roll:None|coup:outright0.01,eff:2019-01-01|mat:5y|roll:None|coup:outright0.02,eff:2019-01-01|mat:5y|roll:None|coup:outright0.03,eff:2019-01-01|mat:5y|roll:None|coup:outright0.04,eff:2019-01-01|mat:5y|roll:None|coup:outright0.05,eff:2021-01-01|mat:5y|roll:None|coup:outright0.01,eff:2021-01-01|mat:5y|roll:None|coup:outright0.02,eff:2021-01-01|mat:5y|roll:None|coup:outright0.03,eff:2021-01-01|mat:5y|roll:None|coup:outright0.04,eff:2021-01-01|mat:5y|roll:None|coup:outright0.05
2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-04,-66.0217163131747,-70.8367079540767,-75.65169959500781,-80.46669123595348,-85.28168287678272,-360.08166304610495,-365.7223912874906,-371.3631195288617,-377.0038477702765,-382.64457601160393,546.626101162823,550.6482820535603,554.6704629443557,558.6926438351366,562.7148247258883
2018-12-05,1970.9313805159472,2032.4194778791134,2093.9075752421923,2155.395672605402,2216.8837699684955,1755.9129465504375,1805.4721340373944,1855.0313215243223,1904.5905090112938,1954.149696498178,2131.8475831693213,2215.2822754321824,2298.716967695029,2382.1516599578463,2465.586352220722
2018-12-06,134.43727871126612,124.74045321856102,115.04362772585591,105.34680223316536,95.6499767404166,50.2075111798913,41.16114967071917,32.11478816153249,23.068426652404014,14.022065143304644,97.6232984453818,86.97331684656092,76.32333524774003,65.6733536489628,55.023372050127364
2018-12-07,1354.2898064921028,1444.3847977149417,1534.4797889378387,1624.5747801606485,1714.6697713835456,1508.0374324671866,1584.4095721065241,1660.7817117458908,1737.1538513851992,1813.5259910245077,573.743901933005,681.1933811271447,788.6428603212553,896.0923395153513,1003.5418187095056
2018-12-10,3850.4436392531497,3971.6644643027685,4092.8852893524017,4214.1061144020205,4335.326939451639,3684.756464487553,3779.0354592683434,3873.3144540490903,3967.5934488298226,4061.872443610584,3348.222298429624,3517.3279137478094,3686.433529066009,3855.539144384209,4024.644759702409
2018-12-11,152.06721857879893,166.70724690648785,181.34727523416223,195.9873035618948,210.62733188951097,215.2566438857175,228.99424753864878,242.73185119159461,256.469454844555,270.2070584974572,132.66101749814698,150.19811804847268,167.73521859878383,185.27231914909498,202.80941969937703
2018-12-12,-1541.0198437069776,-1595.615323301783,-1650.2108028965595,-1704.8062824914232,-1759.4017620861705,-1520.610312996214,-1564.7965185239736,-1608.9827240517188,-1653.168929579435,-1697.355135107122,-1163.6452766296716,-1235.2018451466429,-1306.7584136635996,-1378.3149821805418,-1449.871550697484
2018-12-13,-1770.026832478965,-1831.6992601511738,-1893.3716878234118,-1955.0441154956352,-2016.7165431678295,-1653.3141927947727,-1700.2182440741162,-1747.1222953534452,-1794.0263466328033,-1840.9303979121614,-1613.5713714472222,-1699.8983979154582,-1786.2254243837378,-1872.552450852003,-1958.879477320268
2018-12-14,578.8408879340277,602.4055376686156,625.9701874032035,649.5348371378204,673.0994868724083,624.1144790264661,643.467927181031,662.8213753355667,682.1748234901461,701.5282716446673,174.5829926582519,202.37141847737075,230.15984429653327,257.9482701156667,285.7366959348001
2018-12-17,1256.1283665091032,1298.9218956012483,1341.715424693335,1384.5089537855238,1427.302482877596,1166.192295724366,1201.0139385368966,1235.8355813494127,1270.6572241618996,1305.478866974474,1103.8831449633872,1159.3625928017136,1214.842040640011,1270.3214884783374,1325.8009363166639
2018-12-18,1572.966624464083,1639.7275432620518,1706.4884620600787,1773.249380858033,1840.0102996560454,1607.229335202821,1663.5425930374768,1719.8558508721762,1776.1691087068466,1832.4823665415752,1114.12827939188,1197.266798790457,1280.4053181890486,1363.5438375876256,1446.6823569861444
2018-12-19,2797.9668181125307,2884.935220504529,2971.9036228965706,3058.8720252885396,3145.8404276805377,2804.5166652110347,2873.6218738733005,2942.7270825355663,3011.8322911978466,3080.937499860069,2303.0846859090525,2418.860000503686,2534.635315098334,2650.410629692982,2766.1859442876885
2018-12-20,2376.846147153119,2411.2221377981623,2445.5981284431473,2479.974119088176,2514.3501097332046,1753.637822595323,1774.7860495304194,1795.9342764654866,1817.082503400612,1838.2307303356502,3130.509678440314,3197.014472354611,3263.519266268908,3330.0240601831756,3396.5288540974434
2018-12-21,-3109.247837019677,-3189.2270863274025,-3269.206335635128,-3349.1855849428393,-3429.1648342505214,-2890.424172403582,-2949.762153835167,-3009.10013526681,-3068.4381166984094,-3127.77609812998,-3014.2380608878593,-3133.3390094112256,-3252.439957934592,-3371.5409064579144,-3490.6418549813243
2018-12-24,1331.5890800908383,1383.571559595468,1435.5540391000977,1487.5365186047275,1539.518998109328,1412.7111448845535,1456.669588132907,1500.6280313813186,1544.586474629643,1588.5449178780545,537.979486599972,597.2704922377598,656.5614978754893,715.852503513277,775.143509151123
2018-12-26,3494.241859161324,3611.3886933631147,3728.5355275649054,3845.682361766696,3962.829195968545,3169.12114873316,3266.8547436559456,3364.5883385787456,3462.321933501502,3560.0555284242582,2611.9009099788527,2760.2755175640486,2908.6501251492446,3057.0247327344114,3205.399340319578
