,eff:2019-09-18|mat:5y|roll:None|coup:outright0.01,eff:2019-09-18|mat:5y|roll:None|coup:outright0.02,eff:2019-09-18|mat:5y|roll:None|coup:outright0.03,eff:2019-09-18|mat:5y|roll:None|coup:outright0.04,eff:2019-09-18|mat:5y|roll:None|coup:outright0.05,eff:2019-01-01|mat:5y|roll:None|coup:outright0.01,eff:2019-01-01|mat:5y|roll:None|coup:outright0.02,eff:2019-01-01|mat:5y|roll:None|coup:outright0.03,eff:2019-01-01|mat:5y|roll:None|coup:outright0.04,eff:2019-01-01|mat:5y|roll:None|coup:outright0.05,eff:2021-01-01|mat:5y|roll:None|coup:outright0.01,eff:2021-01-01|mat:5y|roll:None|coup:outright0.02,eff:2021-01-01|mat:5y|roll:None|coup:outright0.03,eff:2021-01-01|mat:5y|roll:None|coup:outright0.04,eff:2021-01-01|mat:5y|roll:None|coup:outright0.05
2018-11-30,0.02976154257842676,0.02976154257842671,0.029761542578426784,0.02976154257842669,0.02976154257842678,0.029590224071726366,0.02959022407172627,0.029590224071726297,0.029590224071726335,0.02959022407172642,0.029848943256985352,0.029848943256985276,0.029848943256985297,0.02984894325698532,0.029848943256985425
2018-12-03,0.02976154257842676,0.02976154257842671,0.029761542578426784,0.02976154257842669,0.02976154257842678,0.029590224071726366,0.02959022407172627,0.029590224071726297,0.029590224071726335,0.02959022407172642,0.029848943256985352,0.029848943256985276,0.029848943256985297,0.02984894325698532,0.029848943256985425
2018-12-04,0.029778118395233637,0.029778118395233588,0.02977811839523366,0.029778118395233578,0.029778118395233647,0.0296701458339603,0.02967014583396021,0.029670145833960233,0.029670145833960278,0.029670145833960358,0.02972286181627714,0.029722861816277077,0.029722861816277087,0.02972286181627711,0.029722861816277216
2018-12-05,0.02931954935412396,0.029319549354123904,0.02931954935412399,0.02931954935412389,0.029319549354123967,0.029271449915944603,0.029271449915944506,0.029271449915944533,0.029271449915944575,0.029271449915944665,0.029201800117010554,0.029201800117010485,0.029201800117010502,0.029201800117010533,0.029201800117010637
2018-12-06,0.029294188207397084,0.029294188207397025,0.029294188207397112,0.029294188207397008,0.02929418820739709,0.029264398350216506,0.02926439835021641,0.029264398350216447,0.029264398350216478,0.029264398350216554,0.02918428498487939,0.029184284984879322,0.02918428498487933,0.02918428498487935,0.02918428498487945
2018-12-07,0.02895989814679291,0.028959898146792853,0.028959898146792926,0.028959898146792833,0.02895989814679291,0.028908860476266708,0.028908860476266614,0.028908860476266646,0.028908860476266687,0.02890886047626677,0.029007715935021494,0.029007715935021425,0.029007715935021442,0.029007715935021473,0.029007715935021574
2018-12-10,0.028069661852922832,0.028069661852922777,0.028069661852922853,0.028069661852922763,0.028069661852922843,0.02808073899371126,0.02808073899371116,0.028080738993711194,0.02808073899371124,0.028080738993711322,0.028180053297186328,0.028180053297186265,0.028180053297186283,0.028180053297186307,0.028180053297186407
2018-12-11,0.028030724459877303,0.02803072445987725,0.02803072445987733,0.028030724459877226,0.028030724459877324,0.02802928466023282,0.028029284660232724,0.028029284660232755,0.028029284660232797,0.028029284660232887,0.02814295641236198,0.02814295641236191,0.028142956412361926,0.028142956412361954,0.028142956412362058
2018-12-12,0.02838873439538271,0.028388734395382656,0.028388734395382725,0.028388734395382635,0.028388734395382715,0.02837256144315814,0.028372561443158046,0.028372561443158077,0.028372561443158112,0.02837256144315819,0.028435044689846145,0.028435044689846076,0.028435044689846093,0.028435044689846114,0.028435044689846218
2018-12-13,0.02880057601011468,0.028800576010114626,0.028800576010114702,0.028800576010114612,0.028800576010114688,0.028746077004575286,0.028746077004575196,0.028746077004575224,0.028746077004575266,0.02874607700457535,0.028836136941516204,0.028836136941516134,0.028836136941516155,0.02883613694151618,0.028836136941516283
2018-12-14,0.02866438632259887,0.028664386322598816,0.028664386322598892,0.028664386322598795,0.028664386322598875,0.02860433123766784,0.028604331237667743,0.028604331237667778,0.028604331237667813,0.028604331237667903,0.028784825310555887,0.028784825310555817,0.02878482531055583,0.028784825310555852,0.02878482531055596
2018-12-17,0.02837267292357154,0.028372672923571478,0.028372672923571565,0.028372672923571457,0.028372672923571544,0.02834031443508843,0.028340314435088332,0.028340314435088367,0.028340314435088408,0.028340314435088488,0.02851199617133851,0.02851199617133844,0.02851199617133846,0.028511996171338483,0.028511996171338587
2018-12-18,0.028002975031719717,0.028002975031719668,0.02800297503171975,0.028002975031719654,0.028002975031719744,0.027973890857733767,0.027973890857733677,0.027973890857733705,0.027973890857733746,0.027973890857733816,0.028226168609817602,0.028226168609817526,0.02822616860981754,0.02822616860981756,0.028226168609817675
2018-12-19,0.02736001513171199,0.027360015131711938,0.027360015131712007,0.027360015131711917,0.027360015131712004,0.027347429718761827,0.02734742971876173,0.02734742971876176,0.0273474297187618,0.027347429718761876,0.02766094077377789,0.02766094077377782,0.02766094077377784,0.027660940773777863,0.027660940773777964
2018-12-20,0.026830180474411727,0.02683018047441167,0.026830180474411748,0.026830180474411658,0.026830180474411745,0.026964648338059394,0.026964648338059297,0.02696464833805933,0.026964648338059366,0.026964648338059453,0.026931813278129428,0.026931813278129366,0.02693181327812938,0.026931813278129407,0.026931813278129515
2018-12-21,0.027536802527562257,0.027536802527562205,0.027536802527562285,0.027536802527562187,0.027536802527562264,0.02760497221531124,0.027604972215311142,0.027604972215311184,0.027604972215311215,0.027604972215311295,0.027655677764604647,0.027655677764604578,0.02765567776460459,0.02765567776460461,0.027655677764604723
2018-12-24,0.027227229685692265,0.027227229685692207,0.027227229685692286,0.02722722968569219,0.027227229685692272,0.027286275755590235,0.027286275755590138,0.027286275755590172,0.027286275755590214,0.027286275755590287,0.027511214202286763,0.027511214202286687,0.027511214202286714,0.027511214202286728,0.027511214202286825
2018-12-26,0.026425058635482515,0.02642505863548246,0.026425058635482543,0.02642505863548245,0.02642505863548252,0.026573833041812774,0.02657383304181268,0.026573833041812708,0.026573833041812753,0.026573833041812826,0.026867827201130408,0.026867827201130335,0.02686782720113036,0.02686782720113038,0.026867827201130484
2018-12-27,0.02711664824992193,0.027116648249921875,0.02711664824992195,0.027116648249921854,0.027116648249921927,0.027153175115771547,0.027153175115771453,0.027153175115771484,0.02715317511577152,0.027153175115771606,0.02750831423797024,0.027508314237970177,0.027508314237970195,0.02750831423797022,0.027508314237970333
2018-12-28,0.026635716211310535,0.02663571621131048,0.026635716211310563,0.026635716211310466,0.026635716211310553,0.026679817011056976,0.026679817011056872,0.026679817011056914,0.02667981701105694,0.026679817011057032,0.0271208896567898,0.02712088965678973,0.027120889656789743,0.027120889656789764,0.02712088965678987
2018-12-31,0.025970113651618165,0.02597011365161811,0.025970113651618193,0.02597011365161809,0.02597011365161817,0.0260697631451998,0.026069763145199706,0.026069763145199737,0.02606976314519978,0.026069763145199855,0.026461072862806474,0.026461072862806405,0.02646107286280642,0.026461072862806446,0.026461072862806544
2019-01-02,0.025593953617092907,0.02559395361709285,0.025593953617092935,0.025593953617092838,0.02559395361709292,0.025697998380508034,0.025697998380507937,0.02569799838050797,0.025697998380508007,0.025697998380508087,0.02608689264994689,0.02608689264994682,0.026086892649946836,0.02608689264994686,0.026086892649946954
2019-01-03,0.025072605347879685,0.02507260534787963,0.02507260534787971,0.02507260534787962,0.0250726053478797,0.02533190603734045,0.025331906037340358,0.02533190603734039,0.02533190603734043,0.025331906037340503,0.025382485747615886,0.025382485747615816,0.02538248574761584,0.02538248574761586,0.025382485747615955
2019-01-04,0.02389904546233309,0.023899045462333034,0.023899045462333113,0.023899045462333016,0.0238990454623331,0.024197347356466718,0.024197347356466625,0.024197347356466652,0.024197347356466694,0.02419734735646678,0.0244379375196878,0.02443793751968773,0.024437937519687748,0.024437937519687765,0.024437937519687876
