,eff:2019-09-18|mat:5y|roll:None|coup:outright0.01,eff:2019-09-18|mat:5y|roll:None|coup:outright0.02,eff:2019-09-18|mat:5y|roll:None|coup:outright0.03,eff:2019-09-18|mat:5y|roll:None|coup:outright0.04,eff:2019-09-18|mat:5y|roll:None|coup:outright0.05,eff:2019-01-01|mat:5y|roll:None|coup:outright0.01,eff:2019-01-01|mat:5y|roll:None|coup:outright0.02,eff:2019-01-01|mat:5y|roll:None|coup:outright0.03,eff:2019-01-01|mat:5y|roll:None|coup:outright0.04,eff:2019-01-01|mat:5y|roll:None|coup:outright0.05,eff:2021-01-01|mat:5y|roll:None|coup:outright0.01,eff:2021-01-01|mat:5y|roll:None|coup:outright0.02,eff:2021-01-01|mat:5y|roll:None|coup:outright0.03,eff:2021-01-01|mat:5y|roll:None|coup:outright0.04,eff:2021-01-01|mat:5y|roll:None|coup:outright0.05
2018-12-03,-89157.83187314312,-44067.50106064383,1022.8297518548206,46113.16056435433,91203.491376853,-90256.18591172065,-44210.22347685766,1835.7389580047457,47881.70139286711,93927.66382772935,-86084.20764083733,-42734.37886390061,615.449913035729,43965.27868997204,87315.10746690803
2018-12-04,-89215.15938818234,-44135.988982139505,943.1814239026862,46022.35182994575,91101.522235988,-90607.85130068814,-44572.35934232586,1463.1326160358149,47498.62457439746,93534.11653275898,-85528.34682960113,-42184.79747301301,1158.7518835747178,44502.301240162415,87845.85059674976
2018-12-05,-87267.03230449778,-42126.00256788195,3015.0271687332715,48156.05690534931,93297.0866419645,-88866.53880454242,-42782.39322037228,3301.7523637973063,49385.89794796688,95470.04353213619,-83437.3530767654,-40006.423688418654,3424.5056999277585,46855.43508827414,90286.36447662012
2018-12-06,-87155.1264055628,-42012.907197899476,3129.3120097632636,48271.53121742676,93413.75042508953,-88834.92649170829,-42750.41911639723,3334.0882589132234,49418.59563422369,95503.10300953392,-83366.17280618886,-39933.043687984886,3500.0854302187217,46933.214548422315,90366.3436666255
2018-12-07,-85755.44799114221,-40554.25421862927,4646.939553883043,49848.13332639617,95049.32709890848,-87290.94037082649,-41157.18358598133,4976.573198863247,51110.32998370778,97244.08676855214,-82727.75905245409,-39224.614844489406,4278.529363474881,47781.67357143914,91284.81777940306
2018-12-10,-81956.58261173173,-36629.18509356024,8698.21242461064,54025.60994278231,99353.00746095325,-83651.24213615924,-37417.38272569493,8816.476684768786,55050.3360952325,101284.19550569599,-79431.6929813998,-35759.10145703367,7913.490067332052,51586.08159169776,95258.67311606315
2018-12-11,-81812.9650267663,-36467.21029459243,8878.54443758083,54224.2991697549,99570.05390192822,-83444.02013107248,-37192.81556573932,9058.388999593284,55309.593564925846,101560.7981302582,-79305.3426905556,-35613.071366574615,8079.199957405959,51771.47128138655,95463.74260536679
2018-12-12,-83347.66610785211,-38051.238522599655,7245.189062652207,52541.616647904855,97838.04423315672,-84961.10149423443,-38748.62396072553,7463.8535727828275,53676.33110629112,99888.80863979927,-80463.46155480863,-36836.52533773947,6790.410879329269,50417.34709639805,94044.2833134664
2018-12-13,-85126.04973550528,-39875.35141683699,5375.346901830664,50626.04522049916,95876.74353916684,-86620.73527343309,-40441.74862502406,5737.238023384358,51916.22467179276,98095.211320201,-82088.921606766,-38528.969223763575,5030.983159238473,48590.93554224049,92150.88792524218
2018-12-14,-84549.0410651085,-39276.6537339612,5995.733597185434,51268.12092833294,96540.5082594796,-85999.78222146825,-39803.15763711708,6393.46694723345,52590.09153158398,98786.71611593431,-81910.17211140203,-38324.69464072185,5260.782829957956,48846.26030063775,92431.73777131716
