,eff:2018-12-18|mat:5y|roll:None|coup:outright0.01,eff:2018-12-18|mat:5y|roll:None|coup:outright0.02,eff:2018-12-18|mat:5y|roll:None|coup:outright0.0275,eff:2018-12-18|mat:5y|roll:None|coup:outright0.04,eff:2018-12-18|mat:5y|roll:None|coup:outright0.05
2018-01-02,-465.06370851717406,-465.06370851717406,-465.06370851717406,-465.06370851717406,-465.06370851717406
2018-01-03,-464.53657908243656,-464.53657908243656,-464.53657908243656,-464.53657908243656,-464.53657908243656
2018-01-04,-464.51888394981853,-464.51888394981853,-464.51888394981853,-464.51888394981853,-464.51888394981853
2018-01-05,-464.1024213628516,-464.1024213628516,-464.1024213628516,-464.1024213628516,-464.1024213628516
2018-01-08,-463.8697644264854,-463.8697644264854,-463.8697644264854,-463.8697644264854,-463.8697644264854
2018-01-09,-464.0165529017488,-464.0165529017488,-464.0165529017488,-464.0165529017488,-464.0165529017488
2018-01-10,-463.3908978979284,-463.3908978979284,-463.3908978979284,-463.3908978979284,-463.3908978979284
2018-01-11,-463.4465172819723,-463.4465172819723,-463.4465172819723,-463.4465172819723,-463.4465172819723
2018-01-12,-463.5177831019344,-463.5177831019344,-463.5177831019344,-463.5177831019344,-463.5177831019344
2018-01-16,-463.1459075557789,-463.1459075557789,-463.1459075557789,-463.1459075557789,-463.1459075557789
2018-01-17,-462.9754009541056,-462.9754009541056,-462.9754009541056,-462.9754009541056,-462.9754009541056
2018-01-18,-462.309745288763,-462.309745288763,-462.309745288763,-462.309745288763,-462.309745288763
2018-01-19,-462.064905506948,-462.064905506948,-462.064905506948,-462.064905506948,-462.064905506948
2018-01-22,-461.43946529478865,-461.43946529478865,-461.43946529478865,-461.43946529478865,-461.43946529478865
2018-01-23,-461.5981369123267,-461.5981369123267,-461.5981369123267,-461.5981369123267,-461.5981369123267
2018-01-24,-462.2537561893906,-462.2537561893906,-462.2537561893906,-462.2537561893906,-462.2537561893906
2018-01-25,-461.89598727153646,-461.89598727153646,-461.89598727153646,-461.89598727153646,-461.89598727153646
2018-01-26,-462.0370057003653,-462.0370057003653,-462.0370057003653,-462.0370057003653,-462.0370057003653
2018-01-29,-461.35246142519304,-461.35246142519304,-461.35246142519304,-461.35246142519304,-461.35246142519304
2018-01-30,-461.1410770473415,-461.1410770473415,-461.1410770473415,-461.1410770473415,-461.1410770473415
2018-01-31,-460.9901472893884,-460.9901472893884,-460.9901472893884,-460.9901472893884,-460.9901472893884
2018-02-01,-460.80842552304955,-460.80842552304955,-460.80842552304955,-460.80842552304955,-460.80842552304955
2018-02-02,-459.93798420374105,-459.93798420374105,-459.93798420374105,-459.93798420374105,-459.93798420374105
2018-02-05,-459.63881134138103,-459.63881134138103,-459.63881134138103,-459.63881134138103,-459.63881134138103
2018-02-06,-461.86931513863465,-461.86931513863465,-461.86931513863465,-461.86931513863465,-461.86931513863465
2018-02-07,-460.43955385439006,-460.43955385439006,-460.43955385439006,-460.43955385439006,-460.43955385439006
2018-02-08,-460.30965940706255,-460.30965940706255,-460.30965940706255,-460.30965940706255,-460.30965940706255
2018-02-09,-460.65174945166905,-460.65174945166905,-460.65174945166905,-460.65174945166905,-460.65174945166905
2018-02-12,-460.5022257771126,-460.5022257771126,-460.5022257771126,-460.5022257771126,-460.5022257771126
2018-02-13,-460.3889266352608,-460.3889266352608,-460.3889266352608,-460.3889266352608,-460.3889266352608
2018-02-14,-460.66007955802354,-460.66007955802354,-460.66007955802354,-460.66007955802354,-460.66007955802354
2018-02-15,-459.2308836606636,-459.2308836606636,-459.2308836606636,-459.2308836606636,-459.2308836606636
2018-02-16,-458.9345608521039,-458.9345608521039,-458.9345608521039,-458.9345608521039,-458.9345608521039
2018-02-20,-459.2755746482109,-459.2755746482109,-459.2755746482109,-459.2755746482109,-459.2755746482109
2018-02-21,-459.02304343004437,-459.02304343004437,-459.02304343004437,-459.02304343004437,-459.02304343004437
2018-02-22,-458.0594980684604,-458.0594980684604,-458.0594980684604,-458.0594980684604,-458.0594980684604
2018-02-23,-458.76807979728494,-458.76807979728494,-458.76807979728494,-458.76807979728494,-458.76807979728494
2018-02-26,-459.39381580165207,-459.39381580165207,-459.39381580165207,-459.39381580165207,-459.39381580165207
2018-02-27,-459.48787984114927,-459.48787984114927,-459.48787984114927,-459.48787984114927,-459.48787984114927
2018-02-28,-458.73211534648516,-458.73211534648516,-458.73211534648516,-458.73211534648516,-458.73211534648516
2018-03-01,-459.0790753336064,-459.0790753336064,-459.0790753336064,-459.0790753336064,-459.0790753336064
2018-03-02,-460.19687667170433,-460.19687667170433,-460.19687667170433,-460.19687667170433,-460.19687667170433
2018-03-05,-459.6040324110128,-459.6040324110128,-459.6040324110128,-459.6040324110128,-459.6040324110128
2018-03-06,-459.4250170642006,-459.4250170642006,-459.4250170642006,-459.4250170642006,-459.4250170642006
2018-03-07,-459.1613572850683,-459.1613572850683,-459.1613572850683,-459.1613572850683,-459.1613572850683
2018-03-08,-459.1495571604723,-459.1495571604723,-459.1495571604723,-459.1495571604723,-459.1495571604723
2018-03-09,-459.28127160116935,-459.28127160116935,-459.28127160116935,-459.28127160116935,-459.28127160116935
2018-03-12,-458.8922759420591,-458.8922759420591,-458.8922759420591,-458.8922759420591,-458.8922759420591
2018-03-13,-458.93705103797635,-458.93705103797635,-458.93705103797635,-458.93705103797635,-458.93705103797635
2018-03-14,-459.04778148507455,-459.04778148507455,-459.04778148507455,-459.04778148507455,-459.04778148507455
2018-03-15,-459.282733940866,-459.282733940866,-459.282733940866,-459.282733940866,-459.282733940866
2018-03-16,-459.1996828829386,-459.1996828829386,-459.1996828829386,-459.1996828829386,-459.1996828829386
2018-03-19,-458.8375939656895,-458.8375939656895,-458.8375939656895,-458.8375939656895,-458.8375939656895
2018-03-20,-458.90736214063816,-458.90736214063816,-458.90736214063816,-458.90736214063816,-458.90736214063816
2018-03-21,-458.3291543612663,-458.3291543612663,-458.3291543612663,-458.3291543612663,-458.3291543612663
2018-03-22,-458.5899771665358,-458.5899771665358,-458.5899771665358,-458.5899771665358,-458.5899771665358
2018-03-23,-459.3156061599234,-459.3156061599234,-459.3156061599234,-459.3156061599234,-459.3156061599234
