,eff:2019-09-18|mat:5y|roll:None|coup:outright0.03,eff:2019-09-18|mat:5y|roll:1w|coup:outright0.03,eff:2019-09-18|mat:5y|roll:None|coup:spread0.0,eff:2019-09-18|mat:5y|roll:1w|coup:spread0.0,eff:2d|mat:5y|roll:None|coup:outright0.03,eff:2d|mat:5y|roll:1w|coup:outright0.03,eff:2d|mat:5y|roll:None|coup:spread0.0,eff:2d|mat:5y|roll:1w|coup:spread0.0,eff:5m|mat:5y|roll:None|coup:outright0.03,eff:5m|mat:5y|roll:1w|coup:outright0.03,eff:5m|mat:5y|roll:None|coup:spread0.0,eff:5m|mat:5y|roll:1w|coup:spread0.0,eff:2019-09-18|mat:6y|roll:None|coup:outright0.03,eff:2019-09-18|mat:6y|roll:1w|coup:outright0.03,eff:2019-09-18|mat:6y|roll:None|coup:spread0.0,eff:2019-09-18|mat:6y|roll:1w|coup:spread0.0,eff:2d|mat:6y|roll:None|coup:outright0.03,eff:2d|mat:6y|roll:1w|coup:outright0.03,eff:2d|mat:6y|roll:None|coup:spread0.0,eff:2d|mat:6y|roll:1w|coup:spread0.0,eff:5m|mat:6y|roll:None|coup:outright0.03,eff:5m|mat:6y|roll:1w|coup:outright0.03,eff:5m|mat:6y|roll:None|coup:spread0.0,eff:5m|mat:6y|roll:1w|coup:spread0.0,eff:2019-09-18|mat:20y|roll:None|coup:outright0.03,eff:2019-09-18|mat:20y|roll:1w|coup:outright0.03,eff:2019-09-18|mat:20y|roll:None|coup:spread0.0,eff:2019-09-18|mat:20y|roll:1w|coup:spread0.0,eff:2d|mat:20y|roll:None|coup:outright0.03,eff:2d|mat:20y|roll:1w|coup:outright0.03,eff:2d|mat:20y|roll:None|coup:spread0.0,eff:2d|mat:20y|roll:1w|coup:spread0.0,eff:5m|mat:20y|roll:None|coup:outright0.03,eff:5m|mat:20y|roll:1w|coup:outright0.03,eff:5m|mat:20y|roll:None|coup:spread0.0,eff:5m|mat:20y|roll:1w|coup:spread0.0
2018-12-03,1086.7780237809638,1086.7780237809638,2.3283064365386963e-10,2.3283064365386963e-10,2067.510536373302,2067.510536373302,4.94765117764473e-10,4.94765117764473e-10,1315.0002519040427,1315.0002519040427,6.402842700481415e-10,6.402842700481415e-10,648.3867299335543,648.3867299335543,1.1641532182693481e-09,1.1641532182693481e-09,1969.069892380241,1969.069892380241,9.89530235528946e-10,9.89530235528946e-10,1068.040446174884,1068.040446174884,4.3655745685100555e-10,4.3655745685100555e-10,-22946.396103465,-22946.396103465,5.820766091346741e-11,5.820766091346741e-11,-21237.59864555183,-21237.59864555183,3.0850060284137726e-09,3.0850060284137726e-09,-22429.690572839172,-22429.690572839172,6.402842700481415e-10,6.402842700481415e-10
2018-12-04,1011.126324185956,1011.126324185956,-75.53688254559529,-75.53688254559529,1674.1736632969405,1674.1736632969405,-393.08887481092825,-393.08887481092825,1068.6399834348995,1068.6399834348995,-246.19944917134126,-246.19944917134126,792.6796457040182,792.6796457040182,144.28772169764852,144.28772169764852,1757.0308063027041,1757.0308063027041,-211.9251609556668,-211.9251609556668,1021.9321107370197,1021.9321107370197,-46.075127850985155,-46.075127850985155,-20385.715798969904,-20385.715798969904,2604.1236711007077,2604.1236711007077,-18953.365422917006,-18953.365422917006,2320.5021036022226,2320.5021036022226,-20018.08582354756,-20018.08582354756,2452.096974382759,2452.096974382759
2018-12-05,3105.0338994281483,3105.0338994281483,2016.9044633811573,2016.9044633811573,3502.416202429391,3502.416202429391,1433.0047928055574,1433.0047928055574,3043.0886391766253,3043.0886391766253,1726.6687525635643,1726.6687525635643,3430.473194801394,3430.473194801394,2781.085152588581,2781.085152588581,4122.301502802788,4122.301502802788,2150.9515778433124,2150.9515778433124,3546.0298878324975,3546.0298878324975,2476.5460175187327,2476.5460175187327,-10947.323444137059,-10947.323444137059,12168.680242648697,12168.680242648697,-9680.42063087679,-9680.42063087679,11700.216516544286,11700.216516544286,-10639.742354310758,-10639.742354310758,11948.832522279117,11948.832522279117
2018-12-06,3220.077527154004,3220.077527154004,2132.1793191074394,2132.1793191074394,3559.5727800804307,3559.5727800804307,1490.558624971629,1490.558624971629,3169.3958152124833,3169.3958152124833,1853.2401213855192,1853.2401213855192,3517.065065226372,3517.065065226372,2867.812311879912,2867.812311879912,4289.514372898819,4289.514372898819,2318.5146592329256,2318.5146592329256,3704.952230333787,3704.952230333787,2635.675895860739,2635.675895860739,-10524.832927688025,-10524.832927688025,12598.376275295916,12598.376275295916,-9303.488631194516,-9303.488631194516,12082.999258258787,12082.999258258787,-10218.516773339768,-10218.516773339768,12376.705516146612,12376.705516146612
2018-12-07,4754.557316091843,4754.557316091843,3664.5107261148805,3664.5107261148805,5219.99157626013,5219.99157626013,3147.653991936968,3147.653991936968,4778.367146203906,4778.367146203906,3459.832805428363,3459.832805428363,4950.354534079903,4950.354534079903,4299.750258793094,4299.750258793094,5842.667238436494,5842.667238436494,3868.19895372077,3868.19895372077,5207.164559910452,5207.164559910452,4135.815304962307,4135.815304962307,-9917.70536837005,-9917.70536837005,13253.454527077964,13253.454527077964,-8578.595494152512,-8578.595494152512,12849.878654169268,12849.878654169268,-9539.563875640102,-9539.563875640102,13101.394666576758,13101.394666576758
2018-12-10,8847.442605444245,8847.442605444245,7754.505414929081,7754.505414929081,9048.990749340213,9048.990749340213,6972.582162053091,6972.582162053091,8824.23068334804,8824.23068334804,7502.631690397204,7502.631690397204,9622.620677986939,9622.620677986939,8970.015782904607,8970.015782904607,10306.564974976995,10306.564974976995,8327.383147393964,8327.383147393964,9862.34030900593,9862.34030900593,8788.045320336969,8788.045320336969,-594.8240456570056,-594.8240456570056,22733.80630917067,22733.80630917067,803.3971308325417,803.3971308325417,22367.29294190026,22367.29294190026,-111.06757560209371,-111.06757560209371,22678.760535494366,22678.760535494366
2018-12-11,9028.789880678407,9028.789880678407,7935.503587822575,178.52125471935142,9296.872151623043,9204.491840959177,7219.8573440171895,234.32781333540333,9061.376910546824,9059.610111348928,7739.3741863429605,232.464961236823,9835.355287163926,9835.355287163926,9182.520962151524,209.35167839424685,10555.749800807796,10451.309040265362,8575.953204578691,234.98693880040082,10114.064895152434,10101.218766275095,9039.413416056806,247.35271349427057,1569.5935709389742,1569.5935709389742,24919.594191742828,2164.9625070558977,2879.569398642285,2754.4821822925005,24460.928309427924,2067.940357802785,2034.4590854797862,2009.089593359502,24844.023707963235,2145.9169269381673
2018-12-12,7378.579077781847,7378.579077781847,6286.594654655375,-1461.150774485286,7710.136142241536,7608.879613460158,5635.035863913887,-1352.9560274737596,7404.887052180042,7402.452975590975,6084.292743286613,-1415.238597982796,8045.41260684107,8045.41260684107,7393.4430152883,-1567.8405580802937,8750.273258221481,8637.934189676715,6772.569770550879,-1567.5194741594896,8275.694368247641,8264.043815152108,7202.332747954206,-1577.939907093969,-1185.579651874199,-1185.579651874199,22116.02516897075,-591.4446924239164,53.35770192433847,-77.36120991245843,21593.1475928938,-762.5781359456014,-787.7634846643195,-810.5861848662025,21976.058027514548,-674.0336192277609
2018-12-13,5485.207389958436,5485.207389958436,4394.693591640447,-3342.6175983327994,5985.088260585384,5877.464867218339,3912.00617994857,-3075.5764036992477,5564.518658305489,5558.967892153654,4245.471056679526,-3248.3259852583724,5935.461834869406,5935.461834869406,5284.508491427143,-3662.8068116155046,6775.731011238007,6659.448591174441,4800.410341012001,-3533.6232929815887,6215.581766577176,6201.222463100101,5143.716257207125,-3626.9690477752592,-5126.430106238986,-5126.430106238986,18094.731724034587,-4534.34624984808,-3845.7803551435936,-3977.982347233745,17624.98981853627,-4660.99952050182,-4721.582556733629,-4744.645822517283,17966.260183404316,-4608.549661708646
2018-12-14,6111.177577361639,6111.177577361639,5020.101862482057,-2721.1961851601227,6661.2299768269,6554.831225811737,4587.309195673937,-2401.8594231173774,6232.5417800167925,6225.950841026264,4912.879644208471,-2585.4676268238254,6393.510446065484,6393.510446065484,5742.207532308035,-3209.9125940948725,7364.269635833829,7245.885317438719,5388.039413307764,-2951.903424885153,6742.3612213541055,6725.419484479935,5669.955021966802,-3107.746191275888,-6859.967098716297,-6859.967098716297,16351.374013531313,-6268.1336470487295,-5497.117732384708,-5631.130022262689,15966.53941862809,-6313.919526561513,-6416.79672736791,-6440.624240056088,16262.442028623249,-6304.579882378108
