,eff:2019-09-18|mat:5y|roll:None|coup:outright0.03,eff:2019-09-18|mat:5y|roll:1w|coup:outright0.03,eff:2019-09-18|mat:5y|roll:None|coup:spread0.0,eff:2019-09-18|mat:5y|roll:1w|coup:spread0.0,eff:2d|mat:5y|roll:None|coup:outright0.03,eff:2d|mat:5y|roll:1w|coup:outright0.03,eff:2d|mat:5y|roll:None|coup:spread0.0,eff:2d|mat:5y|roll:1w|coup:spread0.0,eff:5m|mat:5y|roll:None|coup:outright0.03,eff:5m|mat:5y|roll:1w|coup:outright0.03,eff:5m|mat:5y|roll:None|coup:spread0.0,eff:5m|mat:5y|roll:1w|coup:spread0.0,eff:2019-09-18|mat:6y|roll:None|coup:outright0.03,eff:2019-09-18|mat:6y|roll:1w|coup:outright0.03,eff:2019-09-18|mat:6y|roll:None|coup:spread0.0,eff:2019-09-18|mat:6y|roll:1w|coup:spread0.0,eff:2d|mat:6y|roll:None|coup:outright0.03,eff:2d|mat:6y|roll:1w|coup:outright0.03,eff:2d|mat:6y|roll:None|coup:spread0.0,eff:2d|mat:6y|roll:1w|coup:spread0.0,eff:5m|mat:6y|roll:None|coup:outright0.03,eff:5m|mat:6y|roll:1w|coup:outright0.03,eff:5m|mat:6y|roll:None|coup:spread0.0,eff:5m|mat:6y|roll:1w|coup:spread0.0,eff:2019-09-18|mat:20y|roll:None|coup:outright0.03,eff:2019-09-18|mat:20y|roll:1w|coup:outright0.03,eff:2019-09-18|mat:20y|roll:None|coup:spread0.0,eff:2019-09-18|mat:20y|roll:1w|coup:spread0.0,eff:2d|mat:20y|roll:None|coup:outright0.03,eff:2d|mat:20y|roll:1w|coup:outright0.03,eff:2d|mat:20y|roll:None|coup:spread0.0,eff:2d|mat:20y|roll:1w|coup:spread0.0,eff:5m|mat:20y|roll:None|coup:outright0.03,eff:5m|mat:20y|roll:1w|coup:outright0.03,eff:5m|mat:20y|roll:None|coup:spread0.0,eff:5m|mat:20y|roll:1w|coup:spread0.0
2018-11-30,0.03,0.03,0.02977315984748302,0.02977315984748302,0.03,0.03,0.02956676898071271,0.02956676898071271,0.03,0.03,0.029726191043615364,0.029726191043615364,0.03,0.03,0.02989044666591965,0.02989044666591965,0.03,0.03,0.02965311952401444,0.02965311952401444,0.03,0.03,0.02981516217328646,0.02981516217328646,0.03,0.03,0.03153048347942039,0.03153048347942039,0.03,0.03,0.031382166547819175,0.031382166547819175,0.03,0.03,0.03147968080482022,0.03147968080482022
2018-12-03,0.03,0.03,0.02977315984748302,0.02977315984748302,0.03,0.03,0.02956676898071271,0.02956676898071271,0.03,0.03,0.029726191043615364,0.029726191043615364,0.03,0.03,0.02989044666591965,0.02989044666591965,0.03,0.03,0.02965311952401444,0.02965311952401444,0.03,0.03,0.02981516217328646,0.02981516217328646,0.03,0.03,0.03153048347942039,0.03153048347942039,0.03,0.03,0.031382166547819175,0.031382166547819175,0.03,0.03,0.03147968080482022,0.03147968080482022
2018-12-04,0.03,0.03,0.02977315984748302,0.02977315984748302,0.03,0.03,0.02956676898071271,0.02956676898071271,0.03,0.03,0.029726191043615364,0.029726191043615364,0.03,0.03,0.02989044666591965,0.02989044666591965,0.03,0.03,0.02965311952401444,0.02965311952401444,0.03,0.03,0.02981516217328646,0.02981516217328646,0.03,0.03,0.03153048347942039,0.03153048347942039,0.03,0.03,0.031382166547819175,0.031382166547819175,0.03,0.03,0.03147968080482022,0.03147968080482022
2018-12-05,0.03,0.03,0.02977315984748302,0.02977315984748302,0.03,0.03,0.02956676898071271,0.02956676898071271,0.03,0.03,0.029726191043615364,0.029726191043615364,0.03,0.03,0.02989044666591965,0.02989044666591965,0.03,0.03,0.02965311952401444,0.02965311952401444,0.03,0.03,0.02981516217328646,0.02981516217328646,0.03,0.03,0.03153048347942039,0.03153048347942039,0.03,0.03,0.031382166547819175,0.031382166547819175,0.03,0.03,0.03147968080482022,0.03147968080482022
2018-12-06,0.03,0.03,0.02977315984748302,0.02977315984748302,0.03,0.03,0.02956676898071271,0.02956676898071271,0.03,0.03,0.029726191043615364,0.029726191043615364,0.03,0.03,0.02989044666591965,0.02989044666591965,0.03,0.03,0.02965311952401444,0.02965311952401444,0.03,0.03,0.02981516217328646,0.02981516217328646,0.03,0.03,0.03153048347942039,0.03153048347942039,0.03,0.03,0.031382166547819175,0.031382166547819175,0.03,0.03,0.03147968080482022,0.03147968080482022
2018-12-07,0.03,0.03,0.02977315984748302,0.02977315984748302,0.03,0.03,0.02956676898071271,0.02956676898071271,0.03,0.03,0.029726191043615364,0.029726191043615364,0.03,0.03,0.02989044666591965,0.02989044666591965,0.03,0.03,0.02965311952401444,0.02965311952401444,0.03,0.03,0.02981516217328646,0.02981516217328646,0.03,0.03,0.03153048347942039,0.03153048347942039,0.03,0.03,0.031382166547819175,0.031382166547819175,0.03,0.03,0.03147968080482022,0.03147968080482022
2018-12-10,0.03,0.03,0.02977315984748302,0.028081025406075072,0.03,0.03,0.02956676898071271,0.028092673788642393,0.03,0.03,0.029726191043615364,0.028103381118890748,0.03,0.03,0.02989044666591965,0.02823907624262561,0.03,0.03,0.02965311952401444,0.028167386558925974,0.03,0.03,0.02981516217328646,0.02821385819175024,0.03,0.03,0.03153048347942039,0.030030186007068284,0.03,0.03,0.031382166547819175,0.029945508657299894,0.03,0.03,0.03147968080482022,0.029999768655462448
2018-12-11,0.03,0.03,0.02977315984748302,0.028081025406075072,0.03,0.03,0.02956676898071271,0.028092673788642393,0.03,0.03,0.029726191043615364,0.028103381118890748,0.03,0.03,0.02989044666591965,0.02823907624262561,0.03,0.03,0.02965311952401444,0.028167386558925974,0.03,0.03,0.02981516217328646,0.02821385819175024,0.03,0.03,0.03153048347942039,0.030030186007068284,0.03,0.03,0.031382166547819175,0.029945508657299894,0.03,0.03,0.03147968080482022,0.029999768655462448
2018-12-12,0.03,0.03,0.02977315984748302,0.028081025406075072,0.03,0.03,0.02956676898071271,0.028092673788642393,0.03,0.03,0.029726191043615364,0.028103381118890748,0.03,0.03,0.02989044666591965,0.02823907624262561,0.03,0.03,0.02965311952401444,0.028167386558925974,0.03,0.03,0.02981516217328646,0.02821385819175024,0.03,0.03,0.03153048347942039,0.030030186007068284,0.03,0.03,0.031382166547819175,0.029945508657299894,0.03,0.03,0.03147968080482022,0.029999768655462448
2018-12-13,0.03,0.03,0.02977315984748302,0.028081025406075072,0.03,0.03,0.02956676898071271,0.028092673788642393,0.03,0.03,0.029726191043615364,0.028103381118890748,0.03,0.03,0.02989044666591965,0.02823907624262561,0.03,0.03,0.02965311952401444,0.028167386558925974,0.03,0.03,0.02981516217328646,0.02821385819175024,0.03,0.03,0.03153048347942039,0.030030186007068284,0.03,0.03,0.031382166547819175,0.029945508657299894,0.03,0.03,0.03147968080482022,0.029999768655462448
