,eff:2018-12-18|mat:5y|roll:None|coup:outright0.01,eff:2018-12-18|mat:5y|roll:None|coup:outright0.02,eff:2018-12-18|mat:5y|roll:None|coup:outright0.0275,eff:2018-12-18|mat:5y|roll:None|coup:outright0.04,eff:2018-12-18|mat:5y|roll:None|coup:outright0.05
2018-01-02,0.023303733956676488,0.023303733956676256,0.02330373395667642,0.02330373395667633,0.02330373395667649
2018-01-03,0.023989868871018744,0.023989868871018512,0.02398986887101867,0.023989868871018578,0.02398986887101875
2018-01-04,0.023976190322025977,0.023976190322025744,0.023976190322025907,0.023976190322025817,0.023976190322025977
2018-01-05,0.024218253683927563,0.024218253683927327,0.02421825368392749,0.024218253683927403,0.024218253683927576
2018-01-08,0.024450342033775715,0.024450342033775482,0.024450342033775642,0.02445034203377555,0.024450342033775718
2018-01-09,0.024391777424331018,0.02439177742433079,0.02439177742433095,0.024391777424330862,0.024391777424331035
2018-01-10,0.025022291252750642,0.02502229125275041,0.025022291252750566,0.025022291252750482,0.025022291252750635
2018-01-11,0.02498004661293452,0.024980046612934292,0.02498004661293445,0.02498004661293436,0.02498004661293453
2018-01-12,0.024913805234954206,0.024913805234953977,0.024913805234954137,0.02491380523495404,0.02491380523495423
2018-01-16,0.025145326107380975,0.02514532610738075,0.025145326107380905,0.025145326107380815,0.025145326107380992
2018-01-17,0.025250004130936372,0.025250004130936143,0.025250004130936306,0.02525000413093621,0.02525000413093639
2018-01-18,0.025816251956164556,0.025816251956164323,0.02581625195616448,0.02581625195616439,0.025816251956164556
2018-01-19,0.026133737261839103,0.026133737261838874,0.02613373726183903,0.026133737261838944,0.02613373726183911
2018-01-22,0.026793726539295036,0.026793726539294807,0.026793726539294967,0.026793726539294876,0.026793726539295057
2018-01-23,0.026681673614023654,0.026681673614023425,0.026681673614023585,0.026681673614023495,0.026681673614023668
2018-01-24,0.026160589519230143,0.026160589519229914,0.026160589519230074,0.026160589519229976,0.026160589519230153
2018-01-25,0.0264607278456733,0.02646072784567307,0.02646072784567323,0.02646072784567314,0.026460727845673302
2018-01-26,0.026221985535430863,0.02622198553543063,0.026221985535430793,0.026221985535430703,0.026221985535430876
2018-01-29,0.026757729422481724,0.026757729422481495,0.026757729422481655,0.026757729422481558,0.02675772942248173
2018-01-30,0.027042785789375814,0.027042785789375585,0.02704278578937574,0.027042785789375644,0.027042785789375814
2018-01-31,0.02724747766979694,0.027247477669796703,0.02724747766979687,0.027247477669796773,0.027247477669796946
2018-02-01,0.02729563664539248,0.027295636645392255,0.027295636645392408,0.027295636645392318,0.027295636645392488
2018-02-02,0.028159770978714686,0.028159770978714457,0.028159770978714617,0.028159770978714527,0.028159770978714693
2018-02-05,0.028558585333066926,0.028558585333066697,0.02855858533306686,0.028558585333066763,0.028558585333066933
2018-02-06,0.026766272444931287,0.026766272444931054,0.026766272444931214,0.026766272444931117,0.0267662724449313
2018-02-07,0.02792152469771298,0.027921524697712755,0.02792152469771292,0.027921524697712828,0.027921524697712998
2018-02-08,0.028099273400326523,0.028099273400326294,0.028099273400326454,0.028099273400326363,0.028099273400326526
2018-02-09,0.027822951849599514,0.027822951849599285,0.027822951849599445,0.027822951849599358,0.02782295184959952
2018-02-12,0.027976608997358807,0.02797660899735858,0.027976608997358737,0.027976608997358647,0.027976608997358814
2018-02-13,0.028133190116180984,0.02813319011618076,0.028133190116180914,0.028133190116180835,0.028133190116181005
2018-02-14,0.027834786374221696,0.027834786374221467,0.02783478637422162,0.027834786374221536,0.027834786374221702
2018-02-15,0.028847707640740093,0.028847707640739864,0.02884770764074002,0.028847707640739923,0.028847707640740097
2018-02-16,0.02899449415651722,0.028994494156516996,0.028994494156517153,0.028994494156517062,0.028994494156517243
2018-02-20,0.028695404313484857,0.028695404313484628,0.02869540431348479,0.028695404313484694,0.02869540431348487
2018-02-21,0.02881665231587103,0.0288166523158708,0.02881665231587096,0.028816652315870873,0.028816652315871046
2018-02-22,0.02959542137184054,0.029595421371840316,0.029595421371840475,0.029595421371840385,0.02959542137184056
2018-02-23,0.02909443506904407,0.029094435069043842,0.029094435069044,0.029094435069043908,0.029094435069044078
2018-02-26,0.02850474940437893,0.0285047494043787,0.02850474940437886,0.028504749404378776,0.02850474940437894
2018-02-27,0.02840231136882218,0.02840231136882195,0.028402311368822108,0.02840231136882202,0.028402311368822188
2018-02-28,0.028981018766555136,0.028981018766554904,0.028981018766555063,0.028981018766554973,0.028981018766555146
2018-03-01,0.02865622867909369,0.02865622867909346,0.02865622867909362,0.02865622867909353,0.028656228679093693
2018-03-02,0.027883408815344374,0.027883408815344145,0.027883408815344304,0.027883408815344207,0.027883408815344384
2018-03-05,0.028473454115130428,0.028473454115130192,0.028473454115130352,0.028473454115130265,0.02847345411513043
2018-03-06,0.028652651720633034,0.0286526517206328,0.028652651720632964,0.028652651720632867,0.028652651720633044
2018-03-07,0.028835936088616516,0.028835936088616284,0.02883593608861644,0.028835936088616357,0.028835936088616523
2018-03-08,0.028837136635296405,0.028837136635296176,0.028837136635296332,0.02883713663529624,0.028837136635296412
2018-03-09,0.028684643597465816,0.028684643597465587,0.028684643597465743,0.028684643597465656,0.028684643597465833
2018-03-12,0.029004762840662467,0.029004762840662238,0.029004762840662397,0.029004762840662307,0.029004762840662474
2018-03-13,0.028917491586441753,0.028917491586441524,0.028917491586441676,0.028917491586441586,0.028917491586441767
2018-03-14,0.028782262725422912,0.028782262725422687,0.028782262725422843,0.02878226272542276,0.028782262725422926
2018-03-15,0.028570985771326683,0.028570985771326454,0.02857098577132661,0.028570985771326517,0.02857098577132669
2018-03-16,0.028613068213031626,0.02861306821303139,0.02861306821303156,0.028613068213031462,0.028613068213031636
2018-03-19,0.028862329506069838,0.02886232950606961,0.02886232950606976,0.028862329506069675,0.028862329506069838
2018-03-20,0.02892390548046815,0.028923905480467922,0.02892390548046808,0.02892390548046799,0.028923905480468158
2018-03-21,0.02933111349458386,0.02933111349458363,0.029331113494583786,0.029331113494583692,0.029331113494583855
2018-03-22,0.029193183517908054,0.029193183517907825,0.02919318351790799,0.0291931835179079,0.029193183517908068
2018-03-23,0.028572314027102877,0.02857231402710264,0.0285723140271028,0.028572314027102703,0.028572314027102873
2018-03-26,0.028269850726208946,0.028269850726208717,0.028269850726208877,0.02826985072620879,0.028269850726208953
